Relative:208,pelco_blank_1,Relative:208,pelco_blank_1,Relative:208,gt_s,Relative:208,gt_s,Relative:208,gt_s,Relative:208,pelco_blank_2,Relative:208,pelco_blank_2,Relative:208,gt,Relative:208,gt,Relative:208,gt,Relative:208,g_s,Relative:208,g_s,Relative:208,g_s,Relative:208,r_s,Relative:208,r_s,Relative:208,r_s,Relative:208,g,Relative:208,g,Relative:208,g,Relative:208,g,Relative:208,r,Relative:208,r,Relative:208,r,Relative:208,r
737.146,51.28,737.146,44.41,737.146,32.71,737.146,24.56,737.146,19.96,737.146,46.37,737.146,14.72,737.146,17.79,737.146,19.68,737.146,21.53,737.146,30.09,737.146,37.16,737.146,33.44,737.146,23.02,737.146,38.3,737.146,29.03,737.146,20.63,737.146,24.76,737.146,26.03,737.146,33.54,737.146,24.07,737.146,23.26,737.146,16.01,737.146,23.83
737.46,44.92,737.46,40.29,737.46,40.47,737.46,35.41,737.46,19.98,737.46,55.38,737.46,8.19,737.46,21.34,737.46,18.34,737.46,24.42,737.46,31.66,737.46,44.22,737.46,34.16,737.46,21.35,737.46,36.66,737.46,26.35,737.46,18.5,737.46,22.01,737.46,23.73,737.46,29.65,737.46,22.95,737.46,19.77,737.46,16.8,737.46,21.88
737.775,52.84,737.775,46.54,737.775,36.76,737.775,28.69,737.775,18.92,737.775,49.02,737.775,13.23,737.775,17.77,737.775,20.17,737.775,23.12,737.775,29.6,737.775,39.04,737.775,33.36,737.775,22.98,737.775,36.54,737.775,27.09,737.775,20.79,737.775,22.04,737.775,26.52,737.775,32.52,737.775,28.9,737.775,19.33,737.775,17.26,737.775,27.82
738.089,50.86,738.089,42.33,738.089,32.84,738.089,33.67,738.089,20.65,738.089,50.58,738.089,11.93,738.089,14.6,738.089,17.86,738.089,24.58,738.089,24.68,738.089,38.22,738.089,32,738.089,17.34,738.089,36.33,738.089,26.15,738.089,21,738.089,22.56,738.089,21.07,738.089,27.63,738.089,24.56,738.089,15.49,738.089,17.54,738.089,20.7
738.403,49.87,738.403,44.12,738.403,28.82,738.403,26.95,738.403,17.1,738.403,46.97,738.403,10.61,738.403,12.62,738.403,17.17,738.403,19.98,738.403,24.96,738.403,36.3,738.403,25.31,738.403,19.95,738.403,36.77,738.403,25.06,738.403,18.05,738.403,21.05,738.403,19.47,738.403,27.37,738.403,24.6,738.403,18.86,738.403,17.09,738.403,23.37
738.717,50.57,738.717,44.13,738.717,33.09,738.717,32.06,738.717,18.03,738.717,51.69,738.717,12.46,738.717,15.23,738.717,16.87,738.717,24.64,738.717,32.52,738.717,41.27,738.717,31.14,738.717,19.19,738.717,34.21,738.717,30.39,738.717,21.83,738.717,25.24,738.717,20.67,738.717,32.24,738.717,22.28,738.717,23.89,738.717,17.41,738.717,23.51
739.03,49.24,739.03,43.78,739.03,34.79,739.03,29.47,739.03,16.89,739.03,53.31,739.03,13.39,739.03,17.19,739.03,18.12,739.03,26.11,739.03,30.08,739.03,39.6,739.03,28.9,739.03,21.45,739.03,33.78,739.03,25.54,739.03,19.57,739.03,22.73,739.03,22.48,739.03,33.26,739.03,22.48,739.03,19.78,739.03,17.91,739.03,22.35
739.344,49.48,739.344,44.54,739.344,31.08,739.344,30.55,739.344,18.19,739.344,57.21,739.344,11.78,739.344,18.96,739.344,19.98,739.344,25.87,739.344,29.16,739.344,35.79,739.344,25.71,739.344,24.74,739.344,35.89,739.344,26.68,739.344,22.59,739.344,24.37,739.344,25.23,739.344,28.52,739.344,26.59,739.344,20.82,739.344,19.04,739.344,24.01
739.658,50.69,739.658,48.81,739.658,33.78,739.658,27.85,739.658,22.12,739.658,52.29,739.658,14.6,739.658,21.05,739.658,16.29,739.658,22.06,739.658,31.01,739.658,38.98,739.658,30.01,739.658,23.76,739.658,35.03,739.658,30.86,739.658,18.41,739.658,23.51,739.658,28.92,739.658,27.66,739.658,22.42,739.658,22.05,739.658,17.69,739.658,19.71
739.972,52.65,739.972,44.96,739.972,33.12,739.972,32.2,739.972,18.9,739.972,51.47,739.972,14.22,739.972,16.42,739.972,19.35,739.972,22.75,739.972,31.53,739.972,38.95,739.972,33.66,739.972,23.1,739.972,33.52,739.972,30.13,739.972,23.91,739.972,23.35,739.972,24.86,739.972,32.51,739.972,20.59,739.972,24.74,739.972,23.93,739.972,24.36
740.286,54.1,740.286,50.76,740.286,31.89,740.286,26.52,740.286,17.01,740.286,48.1,740.286,10.66,740.286,16.18,740.286,18.81,740.286,23.4,740.286,29.45,740.286,39.37,740.286,30.55,740.286,24.74,740.286,37.23,740.286,28.07,740.286,21.2,740.286,21.02,740.286,25.73,740.286,29.42,740.286,24.87,740.286,21.4,740.286,17.49,740.286,26.35
740.599,58.64,740.599,47.04,740.599,34.91,740.599,28.09,740.599,22.43,740.599,53.05,740.599,13.08,740.599,20.77,740.599,21.04,740.599,29.16,740.599,30.35,740.599,35.67,740.599,33.24,740.599,23.2,740.599,37.47,740.599,29.12,740.599,25.44,740.599,22.96,740.599,25.26,740.599,32.14,740.599,26.6,740.599,25.03,740.599,21.57,740.599,24.53
740.913,48.24,740.913,47.46,740.913,31.77,740.913,23.86,740.913,17.49,740.913,40.36,740.913,6.15,740.913,14.83,740.913,10.42,740.913,18.8,740.913,21.48,740.913,33.54,740.913,25.4,740.913,15.08,740.913,29.57,740.913,24.29,740.913,16.73,740.913,15.08,740.913,17.05,740.913,19.73,740.913,20.01,740.913,15.83,740.913,17.73,740.913,17.42
741.226,55.52,741.226,48.53,741.226,29.93,741.226,24.08,741.226,17.94,741.226,47.44,741.226,11.48,741.226,18.48,741.226,15.86,741.226,22.3,741.226,28.33,741.226,38.55,741.226,26.3,741.226,21.01,741.226,38.65,741.226,28.31,741.226,18.29,741.226,18.36,741.226,25.68,741.226,24.64,741.226,22.91,741.226,20.64,741.226,21.46,741.226,20.63
741.54,51.95,741.54,49,741.54,33.2,741.54,32.25,741.54,24.58,741.54,52.11,741.54,17.24,741.54,16.91,741.54,20.86,741.54,24.13,741.54,31.68,741.54,41.08,741.54,34.15,741.54,25.28,741.54,41.32,741.54,32.97,741.54,24.95,741.54,22.41,741.54,27.11,741.54,31.78,741.54,26.34,741.54,23.98,741.54,16.6,741.54,26.07
741.853,50.64,741.853,43.03,741.853,33.98,741.853,29.23,741.853,21.53,741.853,48.09,741.853,16.91,741.853,18.06,741.853,22.81,741.853,19.9,741.853,31.97,741.853,35.83,741.853,30.99,741.853,24.35,741.853,36.65,741.853,29.41,741.853,19.45,741.853,21.21,741.853,23.51,741.853,25.65,741.853,26.17,741.853,21.7,741.853,24.18,741.853,20.49
742.166,50.69,742.166,43.5,742.166,33.01,742.166,27.57,742.166,15.96,742.166,45.49,742.166,14.34,742.166,17.71,742.166,18.36,742.166,27.31,742.166,29.74,742.166,34.52,742.166,28.99,742.166,22.01,742.166,37.07,742.166,29.96,742.166,20.72,742.166,20.05,742.166,22.01,742.166,29.22,742.166,23.49,742.166,18.47,742.166,16.32,742.166,23.12
742.48,48.98,742.48,45.91,742.48,38.53,742.48,29.45,742.48,21.63,742.48,55.4,742.48,11.91,742.48,16.43,742.48,17.25,742.48,24.32,742.48,35.83,742.48,39.62,742.48,32.14,742.48,24.3,742.48,36.45,742.48,28.47,742.48,26.19,742.48,25.48,742.48,22.34,742.48,28.07,742.48,22.47,742.48,24.05,742.48,21.23,742.48,25.74
742.793,50.12,742.793,48.16,742.793,29.79,742.793,26.7,742.793,16.25,742.793,47.46,742.793,13.78,742.793,22.02,742.793,20.1,742.793,17.78,742.793,29.6,742.793,33.37,742.793,25.19,742.793,23.37,742.793,35.3,742.793,28.96,742.793,15.74,742.793,19.59,742.793,22.15,742.793,27.86,742.793,19.47,742.793,17.77,742.793,19.66,742.793,23.37
743.106,47.22,743.106,45.89,743.106,33.71,743.106,27.8,743.106,16.11,743.106,48.9,743.106,10.6,743.106,18.15,743.106,22.05,743.106,27.29,743.106,26.77,743.106,37.62,743.106,31.99,743.106,23.27,743.106,35.1,743.106,28.49,743.106,18.34,743.106,25.27,743.106,25.27,743.106,29.11,743.106,20.54,743.106,20.04,743.106,19.35,743.106,21.53
743.419,52.14,743.419,41.97,743.419,37.33,743.419,30.9,743.419,19.72,743.419,51.13,743.419,10.17,743.419,18.98,743.419,18.75,743.419,22.14,743.419,25.38,743.419,36.85,743.419,28.49,743.419,20.16,743.419,35.92,743.419,30.05,743.419,23.35,743.419,21.86,743.419,24.07,743.419,28.48,743.419,24.08,743.419,26.56,743.419,18.54,743.419,21.99
743.732,43.27,743.732,44.97,743.732,33.21,743.732,27.53,743.732,22.06,743.732,48.08,743.732,15.02,743.732,17.59,743.732,18.25,743.732,22.01,743.732,23.61,743.732,34.88,743.732,28.23,743.732,21.98,743.732,40.36,743.732,30.1,743.732,19.53,743.732,19.85,743.732,27.37,743.732,26.96,743.732,24.5,743.732,18.61,743.732,21.3,743.732,26.24
744.045,49.6,744.045,40.45,744.045,32.73,744.045,27.24,744.045,14.55,744.045,52.17,744.045,9.99,744.045,10.31,744.045,18.52,744.045,13.72,744.045,23.69,744.045,33.94,744.045,29.13,744.045,18.5,744.045,37.42,744.045,24.31,744.045,16.35,744.045,15.38,744.045,18.76,744.045,29.24,744.045,22.53,744.045,19.02,744.045,15.97,744.045,19.93
744.358,54.37,744.358,39.35,744.358,33.29,744.358,30.36,744.358,15.8,744.358,46.14,744.358,4.99,744.358,21.1,744.358,17.84,744.358,22.05,744.358,28.47,744.358,37.93,744.358,31.09,744.358,24.4,744.358,31.86,744.358,23.32,744.358,18.67,744.358,17.29,744.358,21.5,744.358,30.54,744.358,25.46,744.358,20.98,744.358,18.42,744.358,18.48
744.671,53.44,744.671,42.98,744.671,35.98,744.671,32.16,744.671,16.7,744.671,49.89,744.671,14.85,744.671,19.73,744.671,19.25,744.671,22.5,744.671,31.99,744.671,40.85,744.671,26.63,744.671,21.83,744.671,35.74,744.671,28.32,744.671,23.45,744.671,19.61,744.671,24.82,744.671,27.27,744.671,23.79,744.671,20.01,744.671,20.6,744.671,26.52
744.984,53.73,744.984,46.56,744.984,34.76,744.984,27.63,744.984,20.45,744.984,45.01,744.984,14.67,744.984,17.3,744.984,20.88,744.984,19.78,744.984,25.75,744.984,38.59,744.984,25.49,744.984,23.55,744.984,37.1,744.984,28.3,744.984,19.93,744.984,22.57,744.984,27.83,744.984,30,744.984,26.49,744.984,19.89,744.984,20.44,744.984,24.41
745.297,49.72,745.297,48.67,745.297,36.32,745.297,32.44,745.297,16.12,745.297,53.54,745.297,17.12,745.297,19.87,745.297,21.05,745.297,24.88,745.297,25.37,745.297,40.06,745.297,32,745.297,19.62,745.297,40.29,745.297,33.14,745.297,25.04,745.297,26.65,745.297,28.69,745.297,32.75,745.297,27.94,745.297,20.65,745.297,22.38,745.297,19.75
745.61,47.99,745.61,44.79,745.61,39.87,745.61,27.48,745.61,24.59,745.61,47.99,745.61,14,745.61,16.86,745.61,19.95,745.61,22.12,745.61,26.8,745.61,35.2,745.61,29.72,745.61,19.67,745.61,38.61,745.61,26.78,745.61,18.45,745.61,20.95,745.61,21.58,745.61,33.39,745.61,24.01,745.61,18.92,745.61,16.18,745.61,25.91
745.922,56.93,745.922,46.09,745.922,33.2,745.922,30.18,745.922,19.98,745.922,50.54,745.922,13.09,745.922,18.34,745.922,17.33,745.922,22.39,745.922,31.7,745.922,39.73,745.922,29.61,745.922,20.29,745.922,39.31,745.922,28.43,745.922,19.83,745.922,24.83,745.922,20.94,745.922,28.03,745.922,22.76,745.922,16.8,745.922,19.19,745.922,27.42
746.235,45.35,746.235,45.38,746.235,37.23,746.235,32.46,746.235,19.88,746.235,54.96,746.235,10.51,746.235,19.52,746.235,16.92,746.235,23.76,746.235,26.11,746.235,36.09,746.235,30.69,746.235,17.56,746.235,36.59,746.235,27,746.235,21.56,746.235,24.26,746.235,21.11,746.235,28.97,746.235,20.2,746.235,19.67,746.235,16.71,746.235,24.53
746.547,47.3,746.547,44.97,746.547,32.88,746.547,29.43,746.547,18.7,746.547,50.71,746.547,15.4,746.547,20.38,746.547,20.55,746.547,19.87,746.547,29.52,746.547,39.19,746.547,33.19,746.547,23.11,746.547,38.08,746.547,28.4,746.547,18.4,746.547,22.02,746.547,22.7,746.547,32.76,746.547,19.98,746.547,16.98,746.547,15.96,746.547,21.89
746.86,49.53,746.86,40.41,746.86,31.06,746.86,30.9,746.86,13.89,746.86,49.66,746.86,13.14,746.86,11.01,746.86,12.14,746.86,17.74,746.86,28.31,746.86,36.09,746.86,32.92,746.86,21.98,746.86,30.35,746.86,25.6,746.86,18.25,746.86,16.5,746.86,23.56,746.86,25.35,746.86,24.05,746.86,21.13,746.86,14.98,746.86,21
747.172,58.63,747.172,54.64,747.172,37.22,747.172,32.46,747.172,23.07,747.172,50.94,747.172,16.63,747.172,21.93,747.172,20.39,747.172,28.52,747.172,30.33,747.172,44.07,747.172,36.2,747.172,28.49,747.172,39.46,747.172,31.22,747.172,24.49,747.172,27.44,747.172,28.62,747.172,32.65,747.172,23.13,747.172,25.36,747.172,20.44,747.172,31.9
747.485,52.04,747.485,49.61,747.485,36.47,747.485,29.86,747.485,18.05,747.485,52.41,747.485,14.93,747.485,18.22,747.485,24.17,747.485,24.56,747.485,28.79,747.485,41.4,747.485,35.98,747.485,28.01,747.485,38.54,747.485,29.15,747.485,19.57,747.485,26.6,747.485,26.73,747.485,28.63,747.485,21.84,747.485,22.36,747.485,16.24,747.485,27.37
747.797,47.39,747.797,43.07,747.797,25.73,747.797,27.72,747.797,15.34,747.797,49.39,747.797,8.86,747.797,18.42,747.797,17.19,747.797,16.18,747.797,23.5,747.797,33.63,747.797,29.44,747.797,17.29,747.797,32.84,747.797,24.74,747.797,19.5,747.797,18.94,747.797,19.95,747.797,29.68,747.797,23.51,747.797,14.51,747.797,16.48,747.797,21.35
748.109,49.86,748.109,46.38,748.109,35.95,748.109,30.67,748.109,20.23,748.109,51.77,748.109,10.22,748.109,19.4,748.109,21.3,748.109,22.92,748.109,34.5,748.109,42.23,748.109,33.86,748.109,24.02,748.109,35.84,748.109,30.11,748.109,23.45,748.109,24.02,748.109,30.01,748.109,29.98,748.109,28.9,748.109,23.9,748.109,21.35,748.109,25.89
748.422,47.66,748.422,47.29,748.422,34.67,748.422,28.16,748.422,20.19,748.422,49.89,748.422,14.34,748.422,13.37,748.422,19.23,748.422,24.53,748.422,26.31,748.422,32.12,748.422,30.31,748.422,20.88,748.422,35.2,748.422,29.65,748.422,18.48,748.422,22.3,748.422,23.73,748.422,26.15,748.422,26.19,748.422,23.48,748.422,16.43,748.422,27.09
748.734,49.5,748.734,44.77,748.734,35.89,748.734,29.06,748.734,19.53,748.734,49.21,748.734,16.73,748.734,15.16,748.734,20.48,748.734,24.89,748.734,26.88,748.734,35.3,748.734,27.36,748.734,20.71,748.734,36.79,748.734,27.61,748.734,16.73,748.734,22.09,748.734,20.96,748.734,29.24,748.734,26,748.734,19.83,748.734,17.13,748.734,21.46
749.046,45.73,749.046,39.9,749.046,35.64,749.046,31.48,749.046,18.76,749.046,49.43,749.046,8.1,749.046,20.93,749.046,21.89,749.046,23.62,749.046,27.58,749.046,38.07,749.046,32.61,749.046,22.4,749.046,34.19,749.046,22.24,749.046,19.4,749.046,21.6,749.046,21.86,749.046,29.67,749.046,20.28,749.046,23.6,749.046,18.48,749.046,25.45
749.358,50.34,749.358,45.58,749.358,35.35,749.358,32.09,749.358,21.17,749.358,50.67,749.358,9.02,749.358,20.82,749.358,17.37,749.358,23.56,749.358,29.21,749.358,37.2,749.358,29.84,749.358,21.6,749.358,33.69,749.358,27.12,749.358,22.3,749.358,20.31,749.358,22.38,749.358,23.63,749.358,22,749.358,20.45,749.358,17.93,749.358,22.63
749.67,51.76,749.67,47.99,749.67,36.87,749.67,27.29,749.67,16.26,749.67,51.32,749.67,14.59,749.67,22.19,749.67,19.62,749.67,18.68,749.67,31.02,749.67,38.79,749.67,31.01,749.67,24.67,749.67,37.82,749.67,26.76,749.67,24.25,749.67,22.55,749.67,23.25,749.67,30.17,749.67,26.32,749.67,21.02,749.67,14.72,749.67,24.31
749.982,52.81,749.982,47.07,749.982,38.52,749.982,30.18,749.982,22.83,749.982,53.39,749.982,13.34,749.982,21.84,749.982,21.22,749.982,21.74,749.982,28.71,749.982,38.69,749.982,31.29,749.982,23.92,749.982,37.89,749.982,29.99,749.982,21.25,749.982,23.27,749.982,22.75,749.982,31.28,749.982,25.87,749.982,22.89,749.982,18.68,749.982,27.29
750.294,49.7,750.294,49.15,750.294,36.02,750.294,27.04,750.294,19.78,750.294,49.33,750.294,13.59,750.294,22.34,750.294,22.49,750.294,20.86,750.294,24.99,750.294,35.81,750.294,32.53,750.294,21.97,750.294,36.29,750.294,27.73,750.294,18.25,750.294,22.85,750.294,23.23,750.294,26.72,750.294,24.37,750.294,21.97,750.294,17.13,750.294,26.5
750.606,44.51,750.606,39.95,750.606,36.74,750.606,29.4,750.606,21.76,750.606,47.44,750.606,14.84,750.606,19.01,750.606,21.96,750.606,20.64,750.606,27.51,750.606,43.41,750.606,31.86,750.606,23.26,750.606,39.01,750.606,33.18,750.606,25.05,750.606,20.22,750.606,28.83,750.606,32.51,750.606,27.38,750.606,23.27,750.606,23.21,750.606,22.6
750.918,47.74,750.918,48.19,750.918,33.78,750.918,28.11,750.918,17.43,750.918,47.81,750.918,13.79,750.918,17.61,750.918,20.46,750.918,18.31,750.918,25.39,750.918,36.77,750.918,33.95,750.918,16.28,750.918,37.28,750.918,28.98,750.918,18.61,750.918,16.41,750.918,25.26,750.918,31.92,750.918,22.72,750.918,24.73,750.918,18.5,750.918,22.44
751.229,58.52,751.229,49.34,751.229,34.54,751.229,28.55,751.229,17.34,751.229,48.86,751.229,14.6,751.229,19.45,751.229,16.12,751.229,18.06,751.229,29.42,751.229,37.55,751.229,28.37,751.229,19.2,751.229,34.17,751.229,21.5,751.229,21.33,751.229,21.27,751.229,23.73,751.229,29.25,751.229,22.7,751.229,19.73,751.229,18.89,751.229,21.53
751.541,46.21,751.541,43.45,751.541,33.2,751.541,28.64,751.541,22.87,751.541,49.06,751.541,10.71,751.541,17.1,751.541,18.43,751.541,22.04,751.541,31.06,751.541,38.67,751.541,32.33,751.541,22.66,751.541,34.77,751.541,27.68,751.541,15.49,751.541,16.85,751.541,23.57,751.541,24.83,751.541,25.25,751.541,23.7,751.541,17.57,751.541,23.05
751.853,47.01,751.853,42.96,751.853,33.06,751.853,27.15,751.853,21.04,751.853,46.82,751.853,11.46,751.853,24.5,751.853,19.48,751.853,23.17,751.853,23.96,751.853,43.48,751.853,29.95,751.853,20.41,751.853,32.53,751.853,26.4,751.853,21.16,751.853,19.73,751.853,26.15,751.853,24.61,751.853,20.69,751.853,24.93,751.853,18.58,751.853,19.18
752.164,52.65,752.164,53.74,752.164,31.96,752.164,28.77,752.164,15.78,752.164,51.12,752.164,14.94,752.164,13.77,752.164,16.96,752.164,19.84,752.164,26.26,752.164,39.13,752.164,32.27,752.164,24.06,752.164,39.52,752.164,22.94,752.164,15.07,752.164,21.87,752.164,22.42,752.164,31.84,752.164,22.15,752.164,20.09,752.164,18.52,752.164,24.2
752.476,47.22,752.476,42.14,752.476,35.47,752.476,24.86,752.476,16.88,752.476,49.62,752.476,9.22,752.476,17.19,752.476,18.96,752.476,23.11,752.476,30.84,752.476,33.91,752.476,28.68,752.476,19.87,752.476,33.48,752.476,24.66,752.476,19.13,752.476,17.73,752.476,20.27,752.476,25.59,752.476,23.89,752.476,16.53,752.476,19.14,752.476,19.87
752.787,50.86,752.787,50.74,752.787,34.89,752.787,29.52,752.787,18.12,752.787,49.89,752.787,5.85,752.787,14.56,752.787,18.59,752.787,23.25,752.787,28.41,752.787,31.33,752.787,30.26,752.787,23.36,752.787,33.97,752.787,29.99,752.787,17.83,752.787,18.57,752.787,23.49,752.787,30.24,752.787,26.29,752.787,17.51,752.787,11.85,752.787,22.69
753.099,53.81,753.099,47.58,753.099,32.63,753.099,29.29,753.099,18.24,753.099,53.06,753.099,16.23,753.099,17.49,753.099,17.26,753.099,19.76,753.099,31.89,753.099,40.06,753.099,35.43,753.099,20.53,753.099,34.89,753.099,24.2,753.099,20.06,753.099,21.98,753.099,25.68,753.099,29.08,753.099,26.09,753.099,20.14,753.099,19.29,753.099,21.98
753.41,54.97,753.41,49.35,753.41,40.1,753.41,32.43,753.41,22.13,753.41,50.67,753.41,11.89,753.41,18.16,753.41,22.33,753.41,25.56,753.41,33.3,753.41,40.27,753.41,35.35,753.41,23.86,753.41,41.8,753.41,30.94,753.41,20.94,753.41,21.14,753.41,26.05,753.41,33.91,753.41,25.67,753.41,21.54,753.41,21.47,753.41,23.47
753.721,57.61,753.721,49.42,753.721,36.81,753.721,29.14,753.721,12.19,753.721,44.27,753.721,12.3,753.721,18.26,753.721,22.04,753.721,21.23,753.721,30.44,753.721,38.33,753.721,28.01,753.721,19.2,753.721,34.96,753.721,22.25,753.721,23.67,753.721,20.67,753.721,21.74,753.721,26.26,753.721,16.4,753.721,18.54,753.721,17.27,753.721,18.67
754.032,49.29,754.032,48.76,754.032,36.04,754.032,32.41,754.032,22.35,754.032,47.3,754.032,10.36,754.032,21.86,754.032,17.24,754.032,19.5,754.032,29.84,754.032,36.48,754.032,30.09,754.032,22.79,754.032,33.26,754.032,26.36,754.032,18.47,754.032,17.48,754.032,23.46,754.032,29.41,754.032,22.8,754.032,18.15,754.032,14.5,754.032,25.98
754.344,47.8,754.344,43.01,754.344,35.49,754.344,30.66,754.344,20.47,754.344,47.63,754.344,12.16,754.344,21.94,754.344,16.53,754.344,25.72,754.344,31.4,754.344,37.34,754.344,33.58,754.344,21.69,754.344,37.19,754.344,28.65,754.344,24.98,754.344,22.72,754.344,22.2,754.344,28.77,754.344,22.73,754.344,23.77,754.344,14.64,754.344,21.56
754.655,47.95,754.655,48.12,754.655,31.7,754.655,24.65,754.655,24.97,754.655,51.43,754.655,6.3,754.655,19.69,754.655,16.08,754.655,22.38,754.655,24.74,754.655,34.12,754.655,27.67,754.655,14.51,754.655,33.26,754.655,25,754.655,16.81,754.655,16.89,754.655,17.17,754.655,28.91,754.655,20.83,754.655,17.88,754.655,12.77,754.655,19.41
754.966,51.06,754.966,42.85,754.966,32.33,754.966,31,754.966,21.32,754.966,49.6,754.966,8.57,754.966,16.79,754.966,20.26,754.966,21.12,754.966,30.1,754.966,35.81,754.966,32.37,754.966,21.23,754.966,32.78,754.966,26.35,754.966,19.58,754.966,15.66,754.966,23.52,754.966,29.06,754.966,23.1,754.966,18.95,754.966,19.03,754.966,23.24
755.277,48.71,755.277,42.39,755.277,34.54,755.277,32.08,755.277,20.57,755.277,53.45,755.277,17.72,755.277,20.34,755.277,21.18,755.277,26.69,755.277,31.1,755.277,40.5,755.277,32.29,755.277,27.34,755.277,36.31,755.277,28.25,755.277,24.84,755.277,23.17,755.277,29.08,755.277,28.51,755.277,28.96,755.277,25.33,755.277,19.76,755.277,28.68
755.588,49.92,755.588,36.49,755.588,36.48,755.588,33.88,755.588,25.54,755.588,48.61,755.588,14.58,755.588,21.4,755.588,19.41,755.588,25.35,755.588,25.33,755.588,35.31,755.588,31.12,755.588,21.81,755.588,33.26,755.588,30.43,755.588,21.74,755.588,18.17,755.588,20.73,755.588,27.32,755.588,22.09,755.588,21.01,755.588,20.81,755.588,23.3
755.899,46.01,755.899,42.55,755.899,29.54,755.899,28.96,755.899,19.25,755.899,43.86,755.899,12.72,755.899,18.88,755.899,24.47,755.899,21.63,755.899,29.05,755.899,41.23,755.899,29.44,755.899,22.68,755.899,35.92,755.899,27.54,755.899,23.02,755.899,21.74,755.899,22.01,755.899,29.42,755.899,23.51,755.899,19.04,755.899,21.14,755.899,24.17
756.21,55.17,756.21,54.9,756.21,34.09,756.21,28.19,756.21,22.24,756.21,51.36,756.21,15.16,756.21,18.56,756.21,16.06,756.21,22.18,756.21,28.55,756.21,36.26,756.21,28.53,756.21,23.09,756.21,35.97,756.21,23.73,756.21,21.55,756.21,24.95,756.21,26.68,756.21,31.04,756.21,25.63,756.21,22.57,756.21,15.98,756.21,22.43
756.52,52.05,756.52,49.33,756.52,33.51,756.52,27.53,756.52,20.82,756.52,51.58,756.52,15.93,756.52,22.07,756.52,21.43,756.52,23.05,756.52,28.84,756.52,36.39,756.52,33.14,756.52,24.38,756.52,39.47,756.52,34.21,756.52,24.98,756.52,18.98,756.52,29.38,756.52,29.75,756.52,27.76,756.52,23.71,756.52,20.67,756.52,23.57
756.831,50.6,756.831,49.26,756.831,32.58,756.831,29.08,756.831,20.75,756.831,45.31,756.831,12.35,756.831,17.87,756.831,18.03,756.831,24.41,756.831,29.97,756.831,37.27,756.831,27.03,756.831,21.73,756.831,35.12,756.831,25.69,756.831,18.87,756.831,19.34,756.831,24.39,756.831,27.94,756.831,26.26,756.831,24.13,756.831,17.69,756.831,23.59
757.142,49.55,757.142,43.91,757.142,33.98,757.142,27.72,757.142,17.41,757.142,50.23,757.142,11.17,757.142,17.87,757.142,17.49,757.142,22.46,757.142,26.99,757.142,37.61,757.142,30.15,757.142,17.46,757.142,37.31,757.142,28.07,757.142,19.32,757.142,20.22,757.142,23.12,757.142,29.16,757.142,22.58,757.142,20.79,757.142,14.78,757.142,24.23
757.452,48.65,757.452,43.5,757.452,36.94,757.452,28.43,757.452,21.81,757.452,53.15,757.452,14.29,757.452,16.72,757.452,19.95,757.452,26.47,757.452,27.14,757.452,35.32,757.452,26.98,757.452,21.86,757.452,35.85,757.452,28.08,757.452,22.34,757.452,21.59,757.452,25.89,757.452,29.88,757.452,26.04,757.452,19.65,757.452,16.94,757.452,25.89
