Relative:208,pelco_blank_1,Relative:208,pelco_blank_1,Relative:208,gt_s,Relative:208,gt_s,Relative:208,gt_s,Relative:208,pelco_blank_2,Relative:208,pelco_blank_2,Relative:208,gt,Relative:208,gt,Relative:208,gt,Relative:208,g_s,Relative:208,g_s,Relative:208,g_s,Relative:208,r_s,Relative:208,r_s,Relative:208,r_s,Relative:208,g,Relative:208,g,Relative:208,g,Relative:208,g,Relative:208,r,Relative:208,r,Relative:208,r,Relative:208,r
575.12,47.49,575.12,38.95,575.12,25.64,575.12,23.01,575.12,13.55,575.12,45.15,575.12,9.6,575.12,9.57,575.12,10.09,575.12,11.75,575.12,22.04,575.12,31.64,575.12,19.61,575.12,14.02,575.12,23.04,575.12,21.13,575.12,10.68,575.12,9,575.12,13.83,575.12,9.36,575.12,5.38,575.12,2.26,575.12,0.7,575.12,0.79
575.46,45.91,575.46,43.29,575.46,26.59,575.46,22.94,575.46,13.72,575.46,42.22,575.46,11.31,575.46,7.34,575.46,10.39,575.46,12.27,575.46,22.08,575.46,29.58,575.46,18.91,575.46,11.93,575.46,23.62,575.46,20.39,575.46,10.34,575.46,9.73,575.46,12.45,575.46,11.85,575.46,5.79,575.46,0.68,575.46,0.97,575.46,-0.49
575.8,44.99,575.8,39.52,575.8,24.21,575.8,25.13,575.8,12.35,575.8,44.58,575.8,9.65,575.8,8.81,575.8,11.31,575.8,10.37,575.8,21.22,575.8,30.4,575.8,21.35,575.8,9.82,575.8,22.61,575.8,21.81,575.8,10.52,575.8,8.08,575.8,12.24,575.8,7.59,575.8,5.2,575.8,-0.7,575.8,-1.07,575.8,-1.24
576.139,44.47,576.139,40.38,576.139,28.64,576.139,25.64,576.139,16.73,576.139,49.67,576.139,13.13,576.139,9.44,576.139,14.06,576.139,11.55,576.139,24.54,576.139,31.3,576.139,21.55,576.139,14.05,576.139,27.43,576.139,21.34,576.139,11.16,576.139,12.01,576.139,16.08,576.139,10.71,576.139,4.91,576.139,1.8,576.139,2.03,576.139,1.18
576.479,44.61,576.479,39.76,576.479,26.45,576.479,22.57,576.479,12.53,576.479,45.22,576.479,10.59,576.479,7.89,576.479,11.83,576.479,9.1,576.479,20.81,576.479,29.34,576.479,22.67,576.479,11.02,576.479,22.4,576.479,19.27,576.479,9.65,576.479,9.42,576.479,12.49,576.479,11.01,576.479,1.97,576.479,3.03,576.479,-1.33,576.479,-0.3
576.819,47.12,576.819,43.68,576.819,28.4,576.819,23.4,576.819,12.39,576.819,45.54,576.819,12.04,576.819,11.13,576.819,11.62,576.819,10.54,576.819,22.64,576.819,29.9,576.819,18.93,576.819,14.63,576.819,24.91,576.819,16.98,576.819,11.3,576.819,9.65,576.819,13.15,576.819,10.18,576.819,2.19,576.819,0.44,576.819,0.21,576.819,-0.17
577.159,46.31,577.159,43.57,577.159,25.22,577.159,25,577.159,14.59,577.159,45.2,577.159,12.07,577.159,9.07,577.159,12.52,577.159,11.33,577.159,21.55,577.159,27.48,577.159,22.26,577.159,13.43,577.159,24.17,577.159,19.95,577.159,11.08,577.159,10.2,577.159,12.9,577.159,10.24,577.159,2.81,577.159,0.96,577.159,1.79,577.159,-1.35
577.498,47.08,577.498,39.48,577.498,26.49,577.498,24.01,577.498,15.61,577.498,43.18,577.498,13.14,577.498,11.04,577.498,10.73,577.498,12.02,577.498,22.5,577.498,28.13,577.498,20.62,577.498,12.85,577.498,24.36,577.498,21.84,577.498,12.69,577.498,9.29,577.498,14.54,577.498,9.47,577.498,6.12,577.498,-0.03,577.498,1.17,577.498,0.23
577.838,42.48,577.838,41.23,577.838,28.15,577.838,22.86,577.838,14.48,577.838,45.68,577.838,13.33,577.838,10.57,577.838,11.12,577.838,12.78,577.838,21.51,577.838,29.84,577.838,21.23,577.838,12.64,577.838,22.56,577.838,18.7,577.838,8.93,577.838,9.97,577.838,13.97,577.838,10.75,577.838,4.31,577.838,1.37,577.838,1.67,577.838,-0.3
578.177,46.16,578.177,39.2,578.177,25.19,578.177,23.39,578.177,12.77,578.177,42.44,578.177,10.98,578.177,8.42,578.177,10.08,578.177,10.15,578.177,23.03,578.177,30.19,578.177,18.66,578.177,11.91,578.177,25.47,578.177,18.65,578.177,10.1,578.177,9.93,578.177,14.5,578.177,11.07,578.177,2.63,578.177,-1.94,578.177,-2.73,578.177,-1.33
578.517,46.88,578.517,39.11,578.517,28.63,578.517,22.69,578.517,15.42,578.517,43.64,578.517,10.21,578.517,10.37,578.517,10,578.517,11.75,578.517,19.48,578.517,27.35,578.517,20.06,578.517,13.17,578.517,21.61,578.517,19.79,578.517,9.62,578.517,9.66,578.517,11.48,578.517,8.15,578.517,3.03,578.517,0.82,578.517,-0.32,578.517,1.27
578.856,47.95,578.856,42.12,578.856,23.92,578.856,22.08,578.856,14.06,578.856,44.91,578.856,9.39,578.856,6.18,578.856,8.36,578.856,8.56,578.856,20.3,578.856,27.86,578.856,18.94,578.856,9.69,578.856,23.25,578.856,19.41,578.856,9.05,578.856,7.73,578.856,12.19,578.856,8.46,578.856,2.4,578.856,-0.37,578.856,-1.82,578.856,-2.53
579.196,44.34,579.196,41.92,579.196,26.13,579.196,23.04,579.196,14.37,579.196,44,579.196,13.38,579.196,11.13,579.196,9.71,579.196,12.78,579.196,22.3,579.196,30.65,579.196,20.2,579.196,12.24,579.196,23.26,579.196,20.46,579.196,12.66,579.196,7.8,579.196,14.86,579.196,9.48,579.196,4.8,579.196,1.67,579.196,0.46,579.196,1.67
579.535,46.07,579.535,44.31,579.535,26,579.535,23.39,579.535,14.59,579.535,45.4,579.535,13.06,579.535,10.44,579.535,11.32,579.535,10.52,579.535,22.44,579.535,28.47,579.535,21.77,579.535,13.96,579.535,22.03,579.535,17.26,579.535,10.67,579.535,10.18,579.535,15.08,579.535,9.17,579.535,1.76,579.535,0.24,579.535,0.8,579.535,-0.5
579.874,50,579.874,41.24,579.874,27.5,579.874,24.63,579.874,13.95,579.874,43.47,579.874,12.02,579.874,8.49,579.874,10.95,579.874,12.53,579.874,22.24,579.874,27.58,579.874,19.72,579.874,11.99,579.874,24.33,579.874,19.25,579.874,10.83,579.874,9.81,579.874,14.64,579.874,12.77,579.874,2.35,579.874,-0.69,579.874,-0.13,579.874,0.76
580.213,47.95,580.213,44.02,580.213,25.53,580.213,23,580.213,11.84,580.213,44.74,580.213,10.93,580.213,7.74,580.213,8.66,580.213,13.48,580.213,20.03,580.213,25.75,580.213,17.9,580.213,12.44,580.213,22.26,580.213,17.06,580.213,9.13,580.213,9.61,580.213,11.93,580.213,9.47,580.213,3.19,580.213,-0.41,580.213,0,580.213,-1.19
580.553,49.85,580.553,43.07,580.553,26.95,580.553,22.33,580.553,14.01,580.553,44.61,580.553,11.93,580.553,7.23,580.553,8.65,580.553,11.92,580.553,20.58,580.553,30.04,580.553,21.77,580.553,12.64,580.553,26.69,580.553,19.76,580.553,10.73,580.553,10.17,580.553,13.97,580.553,8.35,580.553,5.24,580.553,-0.76,580.553,0.07,580.553,0.17
580.892,44.53,580.892,42.09,580.892,26.96,580.892,22.31,580.892,17.82,580.892,44.56,580.892,11.09,580.892,10.8,580.892,12.51,580.892,13.49,580.892,21.31,580.892,28.35,580.892,20.91,580.892,14.98,580.892,25.66,580.892,18.88,580.892,12.85,580.892,10.08,580.892,14.52,580.892,9.67,580.892,3.82,580.892,1.93,580.892,0.59,580.892,0.88
581.231,46.75,581.231,44.36,581.231,25.68,581.231,24,581.231,14.34,581.231,46.76,581.231,13.66,581.231,11.51,581.231,12.25,581.231,12.25,581.231,23.45,581.231,26.1,581.231,21.12,581.231,14.16,581.231,26.55,581.231,21.05,581.231,13.33,581.231,9.32,581.231,13.5,581.231,10.43,581.231,5.41,581.231,1.17,581.231,1.6,581.231,1.03
581.57,46.06,581.57,42.34,581.57,27.02,581.57,25.41,581.57,13.29,581.57,45.25,581.57,13.79,581.57,11.02,581.57,12.37,581.57,13.07,581.57,24.06,581.57,30.6,581.57,22.84,581.57,11.73,581.57,24.68,581.57,20.87,581.57,10.55,581.57,10.39,581.57,13.38,581.57,11.77,581.57,4.48,581.57,4.23,581.57,0.96,581.57,2.26
581.909,46.64,581.909,39.72,581.909,24.97,581.909,21.94,581.909,14.93,581.909,46.03,581.909,10.17,581.909,8.46,581.909,10.75,581.909,10.82,581.909,21.11,581.909,29.61,581.909,22.11,581.909,15.29,581.909,22.23,581.909,20.83,581.909,9.7,581.909,10,581.909,14.02,581.909,9.45,581.909,2.45,581.909,2.11,581.909,-0.13,581.909,1.3
582.248,46.82,582.248,40.62,582.248,25.63,582.248,24.42,582.248,13.64,582.248,45.11,582.248,10.47,582.248,9.71,582.248,10.58,582.248,10.98,582.248,22.16,582.248,27.76,582.248,20.77,582.248,12.94,582.248,23.46,582.248,19.05,582.248,9.02,582.248,8.92,582.248,13.47,582.248,9.43,582.248,3.13,582.248,1.55,582.248,-0.19,582.248,-0.76
582.587,45.26,582.587,40.72,582.587,25.42,582.587,22.79,582.587,12.05,582.587,41.05,582.587,13.17,582.587,8.12,582.587,10.14,582.587,10.61,582.587,21.9,582.587,28.32,582.587,19.69,582.587,15.15,582.587,23.15,582.587,21.62,582.587,10.09,582.587,9.4,582.587,13.41,582.587,10.98,582.587,1.58,582.587,0.57,582.587,1.27,582.587,0.17
582.925,44.03,582.925,40.44,582.925,27.44,582.925,23.57,582.925,14.27,582.925,43.88,582.925,11.37,582.925,11.91,582.925,12.19,582.925,13.34,582.925,22.52,582.925,26.18,582.925,19.62,582.925,13.01,582.925,24.17,582.925,18.72,582.925,12.4,582.925,8.45,582.925,14.23,582.925,8.56,582.925,3.06,582.925,1.71,582.925,-0.12,582.925,0.35
583.264,43.3,583.264,37.58,583.264,26.87,583.264,22.62,583.264,14.66,583.264,44.21,583.264,13.72,583.264,10.65,583.264,12.32,583.264,11.33,583.264,22.07,583.264,30.38,583.264,21.34,583.264,14.09,583.264,22.65,583.264,21.01,583.264,12.6,583.264,10.72,583.264,12.7,583.264,12.82,583.264,4.19,583.264,1.22,583.264,-0.99,583.264,0.96
583.603,46.2,583.603,40.58,583.603,25.56,583.603,24.36,583.603,13.7,583.603,43.03,583.603,14.15,583.603,8.55,583.603,10.33,583.603,12.82,583.603,20.93,583.603,27.35,583.603,21.84,583.603,12.48,583.603,22.95,583.603,16.27,583.603,9.63,583.603,10.12,583.603,13.53,583.603,9.91,583.603,1.61,583.603,-0.42,583.603,0.2,583.603,0.1
583.942,46.83,583.942,41.24,583.942,26.33,583.942,25.68,583.942,12.26,583.942,48.65,583.942,8.61,583.942,6.75,583.942,11.04,583.942,9.43,583.942,21.32,583.942,27.68,583.942,19.56,583.942,11.52,583.942,22.98,583.942,19.55,583.942,9.17,583.942,9.77,583.942,12.01,583.942,9.12,583.942,2.56,583.942,-0.03,583.942,0.07,583.942,-0.32
584.28,45.13,584.28,41.71,584.28,25.23,584.28,22.78,584.28,13.11,584.28,42.47,584.28,11.19,584.28,8.13,584.28,11.77,584.28,8.41,584.28,20.52,584.28,28.41,584.28,20.44,584.28,12.28,584.28,24.65,584.28,19.91,584.28,10.47,584.28,10.5,584.28,12.48,584.28,10.42,584.28,2.34,584.28,0.23,584.28,0.33,584.28,1.48
584.619,47.48,584.619,39.41,584.619,24.35,584.619,22.86,584.619,11.81,584.619,43.48,584.619,11.73,584.619,9.57,584.619,10.72,584.619,10.58,584.619,21.58,584.619,28.44,584.619,18.83,584.619,13.84,584.619,21.76,584.619,19.63,584.619,9.27,584.619,9.3,584.619,12.84,584.619,11.95,584.619,2.84,584.619,0.17,584.619,0.47,584.619,0.83
584.957,46.39,584.957,41.67,584.957,25.7,584.957,21.9,584.957,15.24,584.957,42.17,584.957,10.52,584.957,7.38,584.957,9.84,584.957,9.05,584.957,19.63,584.957,25.85,584.957,19.03,584.957,13.14,584.957,22.59,584.957,20.48,584.957,10.13,584.957,9.43,584.957,10.96,584.957,8.95,584.957,3.15,584.957,0.7,584.957,-1.19,584.957,-1.82
585.296,45.88,585.296,44.69,585.296,24.23,585.296,23.14,585.296,17.41,585.296,44.76,585.296,11.1,585.296,10.74,585.296,11.82,585.296,12.63,585.296,23.66,585.296,31.95,585.296,21.57,585.296,14.96,585.296,25.38,585.296,21.23,585.296,10.3,585.296,10.2,585.296,14.76,585.296,13,585.296,5.93,585.296,3.79,585.296,0.41,585.296,0.3
585.634,46.1,585.634,44.89,585.634,27.85,585.634,23.13,585.634,14.72,585.634,42,585.634,10.57,585.634,10.46,585.634,10.96,585.634,11.38,585.634,22.14,585.634,30.29,585.634,22.62,585.634,14.96,585.634,26.27,585.634,19.23,585.634,11.88,585.634,11.85,585.634,12.26,585.634,10.04,585.634,3.63,585.634,0.11,585.634,0.76,585.634,0.1
585.973,47.65,585.973,43.71,585.973,22.58,585.973,22.15,585.973,8.83,585.973,41.56,585.973,9.76,585.973,6.5,585.973,6.92,585.973,7.86,585.973,19.37,585.973,25.49,585.973,18.69,585.973,13.44,585.973,22.05,585.973,17,585.973,8.89,585.973,7.92,585.973,11.49,585.973,7.76,585.973,3,585.973,-0.97,585.973,-1.55,585.973,-1.18
586.311,42.32,586.311,42.18,586.311,29.29,586.311,25.53,586.311,15.81,586.311,46.64,586.311,12.8,586.311,10.38,586.311,12.92,586.311,10.81,586.311,24.21,586.311,30.47,586.311,22.3,586.311,12.36,586.311,26.37,586.311,20.04,586.311,12.25,586.311,9.64,586.311,14.95,586.311,12.68,586.311,4.46,586.311,0.04,586.311,2.05,586.311,0.51
586.649,43.84,586.649,43.07,586.649,26.45,586.649,20.99,586.649,12.24,586.649,43.69,586.649,10.26,586.649,7.91,586.649,10.31,586.649,10.38,586.649,19.81,586.649,26.6,586.649,18.72,586.649,9.82,586.649,21.36,586.649,20.21,586.649,9.1,586.649,8.33,586.649,13.15,586.649,10.01,586.649,2.96,586.649,-1.46,586.649,0.21,586.649,-1.12
586.988,50.52,586.988,41.42,586.988,26.68,586.988,22.7,586.988,16.49,586.988,44.15,586.988,12.79,586.988,11.22,586.988,14.05,586.988,11.77,586.988,23.22,586.988,29.31,586.988,22.47,586.988,15.24,586.988,24.07,586.988,20.46,586.988,10.25,586.988,10.15,586.988,14.84,586.988,12.01,586.988,2.18,586.988,3.32,586.988,-0.33,586.988,1.17
587.326,43.85,587.326,40.08,587.326,25.78,587.326,24.53,587.326,15.47,587.326,43.67,587.326,12.75,587.326,12.27,587.326,12.67,587.326,13.57,587.326,22.9,587.326,27.92,587.326,22.76,587.326,16.07,587.326,25.98,587.326,21.73,587.326,11.98,587.326,11.11,587.326,14.65,587.326,11.87,587.326,5.96,587.326,2.16,587.326,1.23,587.326,3.06
587.664,45.51,587.664,38.07,587.664,28.54,587.664,20.38,587.664,12.8,587.664,43.44,587.664,11.35,587.664,8.17,587.664,11,587.664,10.93,587.664,22.27,587.664,28.15,587.664,22.33,587.664,13.79,587.664,21.98,587.664,20.62,587.664,9.58,587.664,9.34,587.664,14.27,587.664,10.28,587.664,2.23,587.664,0.45,587.664,-0.2,587.664,-1.47
588.002,42.5,588.002,43.8,588.002,28.24,588.002,23.79,588.002,15.35,588.002,43.43,588.002,10.7,588.002,9.85,588.002,10.48,588.002,12.12,588.002,20.56,588.002,29.15,588.002,20.55,588.002,15.58,588.002,24.23,588.002,19.73,588.002,12,588.002,11.15,588.002,15.04,588.002,11.13,588.002,1.95,588.002,1.47,588.002,0.35,588.002,1.13
588.34,47.42,588.34,39.89,588.34,26.2,588.34,20.94,588.34,11.48,588.34,42.42,588.34,10.54,588.34,7.72,588.34,9.86,588.34,8.13,588.34,20.78,588.34,26.22,588.34,19.18,588.34,13.76,588.34,25.34,588.34,19.58,588.34,8.81,588.34,7.19,588.34,13.89,588.34,6.98,588.34,2.49,588.34,-0.36,588.34,-1.12,588.34,0.03
588.678,46.17,588.678,42.36,588.678,26,588.678,21.6,588.678,14.08,588.678,44.69,588.678,10.83,588.678,11.61,588.678,10.28,588.678,11.49,588.678,19.76,588.678,29.58,588.678,21.37,588.678,13.16,588.678,23.65,588.678,19.75,588.678,10.3,588.678,10.2,588.678,13.9,588.678,10.79,588.678,3.94,588.678,1.65,588.678,1.08,588.678,-0.64
589.016,49.41,589.016,41.92,589.016,24.25,589.016,25.57,589.016,15.74,589.016,42.46,589.016,12.85,589.016,10.39,589.016,9.7,589.016,10.28,589.016,22.48,589.016,29.13,589.016,21.52,589.016,13.21,589.016,25.15,589.016,19.91,589.016,10.55,589.016,12.38,589.016,15.58,589.016,11.4,589.016,5.15,589.016,2.08,589.016,0.77,589.016,-0.29
589.354,46.34,589.354,44.22,589.354,23.83,589.354,21.64,589.354,15.08,589.354,41.98,589.354,11.65,589.354,8.06,589.354,9.33,589.354,10.97,589.354,18.07,589.354,27.94,589.354,19.57,589.354,10.96,589.354,27.79,589.354,18.38,589.354,11.05,589.354,9.58,589.354,12.21,589.354,10.88,589.354,3.06,589.354,0.56,589.354,-2.17,589.354,-1.02
589.692,48.95,589.692,42.84,589.692,23.82,589.692,21.06,589.692,14.4,589.692,45.6,589.692,11.38,589.692,8.34,589.692,10.64,589.692,11.5,589.692,20.58,589.692,25.94,589.692,20.31,589.692,12.73,589.692,24.29,589.692,17.1,589.692,10.46,589.692,10.83,589.692,14.23,589.692,9.31,589.692,5.66,589.692,1.61,589.692,0.59,589.692,0.88
590.03,46.59,590.03,39.17,590.03,28.09,590.03,22.93,590.03,15.21,590.03,47.94,590.03,11.67,590.03,9.7,590.03,11.85,590.03,10.98,590.03,21.38,590.03,27.37,590.03,22.7,590.03,14.51,590.03,23.56,590.03,22.43,590.03,11.93,590.03,13.31,590.03,14.17,590.03,11.42,590.03,5.84,590.03,0.3,590.03,2.41,590.03,0.9
590.368,42.89,590.368,40.27,590.368,23.75,590.368,23.48,590.368,13.52,590.368,43.06,590.368,12.5,590.368,8.24,590.368,10.59,590.368,12.36,590.368,21.13,590.368,29.14,590.368,19.48,590.368,13.74,590.368,24.2,590.368,17.77,590.368,10.1,590.368,11.65,590.368,16.83,590.368,11.13,590.368,3.51,590.368,0.48,590.368,3.04,590.368,1.55
590.705,46.21,590.705,42.99,590.705,25.17,590.705,24.68,590.705,14.41,590.705,44.8,590.705,12.91,590.705,9.65,590.705,10.81,590.705,10.41,590.705,22.03,590.705,28.49,590.705,21.22,590.705,14.3,590.705,26.26,590.705,20.88,590.705,12.37,590.705,8.98,590.705,14.7,590.705,9.91,590.705,3.13,590.705,0.37,590.705,1.75,590.705,1.92
591.043,46.93,591.043,41.84,591.043,27.24,591.043,24.19,591.043,13.62,591.043,46.88,591.043,12.92,591.043,8.01,591.043,9.26,591.043,11.32,591.043,20.04,591.043,28.91,591.043,21.48,591.043,14.68,591.043,25.66,591.043,20.37,591.043,11.68,591.043,10.76,591.043,13.79,591.043,10.26,591.043,3.82,591.043,2.86,591.043,-0.68,591.043,-0.03
591.38,46.9,591.38,37.97,591.38,25.25,591.38,18.74,591.38,12.86,591.38,43.25,591.38,10.13,591.38,7.18,591.38,9.72,591.38,10.12,591.38,19.98,591.38,26,591.38,19.17,591.38,13.08,591.38,23.01,591.38,19.43,591.38,9.67,591.38,10.77,591.38,13.81,591.38,11.88,591.38,-0.29,591.38,-1.62,591.38,1.79,591.38,1.36
591.718,49.96,591.718,42.28,591.718,26.17,591.718,23.75,591.718,13.76,591.718,45.51,591.718,12.21,591.718,9.84,591.718,10.86,591.718,11.32,591.718,21.26,591.718,28.39,591.718,21.11,591.718,14.58,591.718,24.58,591.718,18.37,591.718,8.4,591.718,10.78,591.718,15.58,591.718,11.5,591.718,3.37,591.718,2.77,591.718,0.94,591.718,-0.37
592.056,43.01,592.056,37.81,592.056,22.51,592.056,22.42,592.056,13.51,592.056,43.75,592.056,9.07,592.056,7.51,592.056,8.29,592.056,10.02,592.056,18.8,592.056,27.65,592.056,20.52,592.056,14.85,592.056,24.6,592.056,16.57,592.056,11.63,592.056,7.44,592.056,12.77,592.056,12.2,592.056,1.29,592.056,0.39,592.056,-2.49,592.056,-1.97
592.393,45.66,592.393,39.12,592.393,22.93,592.393,20.78,592.393,14.14,592.393,43.56,592.393,10.08,592.393,10.19,592.393,10.55,592.393,7.8,592.393,21.79,592.393,26.86,592.393,18.35,592.393,13.14,592.393,24.44,592.393,19.44,592.393,10.43,592.393,9.16,592.393,12.52,592.393,12.16,592.393,4.36,592.393,-0.72,592.393,-1.02,592.393,-1.13
592.73,41.75,592.73,41.97,592.73,25.18,592.73,19.96,592.73,13.54,592.73,45.59,592.73,11.12,592.73,7.7,592.73,6.29,592.73,9.8,592.73,20.91,592.73,26.96,592.73,19.47,592.73,13.43,592.73,22.26,592.73,18.36,592.73,9.43,592.73,7.64,592.73,10.9,592.73,12.51,592.73,1.53,592.73,1.14,592.73,-0.32,592.73,-2.05
593.068,47.08,593.068,40.84,593.068,24.11,593.068,22,593.068,12.06,593.068,44.36,593.068,9.69,593.068,8.44,593.068,7.86,593.068,11.15,593.068,20.5,593.068,25.34,593.068,18.07,593.068,11.61,593.068,24.46,593.068,19.07,593.068,10.3,593.068,11.34,593.068,11.55,593.068,9.44,593.068,3.13,593.068,-0.97,593.068,-1.48,593.068,-0.57
593.405,46.61,593.405,39.43,593.405,24.25,593.405,21.69,593.405,14.57,593.405,43.6,593.405,9.41,593.405,10.18,593.405,12.33,593.405,7.73,593.405,17.93,593.405,27.28,593.405,19.06,593.405,12.99,593.405,25.19,593.405,18.32,593.405,9.41,593.405,9.32,593.405,12.66,593.405,9.77,593.405,1.31,593.405,2.37,593.405,-0.2,593.405,-2.1
593.742,49.14,593.742,41.43,593.742,24.46,593.742,20.87,593.742,13.82,593.742,44.73,593.742,13.41,593.742,10.27,593.742,11.08,593.742,11.74,593.742,21.51,593.742,27.52,593.742,19.85,593.742,11.73,593.742,25.59,593.742,20.24,593.742,13.34,593.742,11.86,593.742,14.11,593.742,12.7,593.742,3.54,593.742,1.76,593.742,0.27,593.742,1.16
594.08,46.54,594.08,41.1,594.08,23,594.08,20.41,594.08,11.9,594.08,44.92,594.08,9.58,594.08,8.75,594.08,8.83,594.08,10.95,594.08,17.08,594.08,27.98,594.08,15.29,594.08,10.8,594.08,21.76,594.08,17.99,594.08,8.32,594.08,8.82,594.08,10.74,594.08,11.78,594.08,3.54,594.08,-2.67,594.08,-0.79,594.08,-1.55
594.417,45.87,594.417,43.04,594.417,24.41,594.417,21.94,594.417,14.04,594.417,40.87,594.417,10.36,594.417,6.34,594.417,8.61,594.417,9.96,594.417,18.96,594.417,27.52,594.417,18.37,594.417,10.78,594.417,24.41,594.417,19.33,594.417,10.1,594.417,8.79,594.417,14.77,594.417,11.09,594.417,2.1,594.417,2.22,594.417,0.13,594.417,-0.42
594.754,48.07,594.754,40.23,594.754,29.57,594.754,23.55,594.754,17.76,594.754,45.66,594.754,11.81,594.754,10.13,594.754,9.75,594.754,11.33,594.754,23.2,594.754,29.06,594.754,23.06,594.754,17.65,594.754,26.87,594.754,18.37,594.754,11.48,594.754,11.85,594.754,16.4,594.754,12.55,594.754,5.38,594.754,3.53,594.754,2.84,594.754,3.2
595.091,44.09,595.091,41.74,595.091,26.47,595.091,22.35,595.091,13.51,595.091,43.46,595.091,12.7,595.091,7.04,595.091,9.37,595.091,9.71,595.091,22.6,595.091,28.48,595.091,18.29,595.091,14.72,595.091,24.63,595.091,18.88,595.091,12.3,595.091,7.44,595.091,15.32,595.091,11.46,595.091,4.73,595.091,0.43,595.091,-0.79,595.091,1.29
595.428,45.49,595.428,37.61,595.428,22.4,595.428,21.27,595.428,12.32,595.428,46.02,595.428,12.37,595.428,9.06,595.428,10.65,595.428,11.24,595.428,22.29,595.428,30.28,595.428,22.61,595.428,14.44,595.428,26.14,595.428,19.2,595.428,11.58,595.428,10.38,595.428,14.63,595.428,11.8,595.428,5.8,595.428,0.43,595.428,2.23,595.428,1.01
595.765,48.04,595.765,38.99,595.765,25.38,595.765,22.29,595.765,14.49,595.765,45.58,595.765,13.17,595.765,9.09,595.765,10.35,595.765,12.11,595.765,22.27,595.765,27.55,595.765,22.39,595.765,15.75,595.765,22.84,595.765,20.04,595.765,13.23,595.765,9.81,595.765,14.9,595.765,12.34,595.765,3.49,595.765,0.62,595.765,2.09,595.765,1.14
596.102,46.31,596.102,42.77,596.102,25.19,596.102,23.76,596.102,11.89,596.102,44.98,596.102,12.48,596.102,8.76,596.102,10.65,596.102,10.25,596.102,22.26,596.102,28.9,596.102,20.3,596.102,14.87,596.102,26.14,596.102,18.89,596.102,10.81,596.102,11.38,596.102,14,596.102,11.97,596.102,3.66,596.102,1.65,596.102,0.47,596.102,2.32
596.439,43.44,596.439,42.58,596.439,21.87,596.439,21.53,596.439,14.97,596.439,41.53,596.439,12.57,596.439,8.09,596.439,11.01,596.439,11.4,596.439,23.06,596.439,25.7,596.439,19.76,596.439,11.84,596.439,22.78,596.439,21.63,596.439,9.35,596.439,10.48,596.439,12.48,596.439,9.5,596.439,3.65,596.439,2.16,596.439,0.71,596.439,-0.42
596.775,42.9,596.775,41.39,596.775,25.1,596.775,22.1,596.775,15.57,596.775,42.83,596.775,10.66,596.775,8.7,596.775,11.9,596.775,12.82,596.775,21.48,596.775,29.62,596.775,22.47,596.775,13.94,596.775,27.76,596.775,19.16,596.775,12.24,596.775,12.68,596.775,13.67,596.775,11.14,596.775,4.47,596.775,2.95,596.775,0.53,596.775,-0.1
597.112,45.1,597.112,40.98,597.112,27.15,597.112,24.95,597.112,17.67,597.112,44.28,597.112,14.72,597.112,10.4,597.112,12.59,597.112,11.82,597.112,23.46,597.112,30.43,597.112,20.89,597.112,17.7,597.112,28.11,597.112,22.36,597.112,14.91,597.112,11.94,597.112,16.1,597.112,13.2,597.112,3.62,597.112,4.26,597.112,4.04,597.112,4.58
597.449,45.2,597.449,40.54,597.449,27.03,597.449,22.2,597.449,16.29,597.449,45.73,597.449,11.13,597.449,10.71,597.449,11.25,597.449,11.05,597.449,22.31,597.449,28.83,597.449,21.71,597.449,15.85,597.449,26.31,597.449,21.64,597.449,11.59,597.449,10.97,597.449,17.5,597.449,13.13,597.449,5.9,597.449,0.7,597.449,2.11,597.449,-0.63
597.786,47.51,597.786,41.99,597.786,25.44,597.786,21.1,597.786,13.12,597.786,44.11,597.786,11.8,597.786,11.37,597.786,8.44,597.786,10.8,597.786,19.37,597.786,27.37,597.786,20.61,597.786,14.19,597.786,26.11,597.786,20.15,597.786,11.8,597.786,10.19,597.786,12.42,597.786,10.83,597.786,5.08,597.786,1.15,597.786,3.09,597.786,-0.62
598.122,44.37,598.122,39.78,598.122,26.98,598.122,21.05,598.122,14.33,598.122,43.78,598.122,12.26,598.122,8.82,598.122,10.06,598.122,8.52,598.122,22.63,598.122,26.68,598.122,20.57,598.122,15.38,598.122,25.57,598.122,18.64,598.122,10.53,598.122,10.31,598.122,14.35,598.122,9.84,598.122,4.92,598.122,1.26,598.122,1.61,598.122,1.64
598.459,45.65,598.459,44.49,598.459,23.97,598.459,22.67,598.459,12.28,598.459,44.71,598.459,11.05,598.459,10.31,598.459,12.83,598.459,8.98,598.459,20.72,598.459,28.43,598.459,17.56,598.459,14.36,598.459,26.68,598.459,20.77,598.459,10.98,598.459,9.99,598.459,13.78,598.459,12.87,598.459,3.25,598.459,-0.03,598.459,0.39,598.459,0.67
598.795,46.21,598.795,40.79,598.795,24.27,598.795,21.55,598.795,14.74,598.795,43.49,598.795,10.78,598.795,8.49,598.795,9.51,598.795,10.7,598.795,19.59,598.795,25.41,598.795,18.7,598.795,15.01,598.795,24.77,598.795,21.9,598.795,8.9,598.795,11.56,598.795,13.07,598.795,10.98,598.795,3.04,598.795,0.41,598.795,0.69,598.795,0.66
