Relative:208,sturt_leaf,Relative:208,sturt_leaf,Relative:208,sturt_leaf,Relative:208,sturt_nectar,Relative:208,sturt_nectar,Relative:208,sturt_nectar,Relative:208,sturt_dryefn,Relative:208,sturt_dryefn,Relative:208,sturt_dryefn,Relative:208,aus_leaf,Relative:208,aus_leaf,Relative:208,aus_leaf,Relative:208,aus_nectar1,Relative:208,aus_nectar1,Relative:208,aus_nectar1,Relative:208,aus_dryefn1,Relative:208,aus_dryefn1,Relative:208,aus_dryefn1,Relative:208,aus_leaf2,Relative:208,aus_leaf2,Relative:208,aus_leaf2,Relative:208,aus_nectar2,Relative:208,aus_nectar2,Relative:208,aus_nectar2,Relative:208,aus_dryefn2,Relative:208,aus_dryefn2,Relative:208,aus_dryefn2
198.591,57.73,198.591,39.47,198.591,87.6,198.591,27.33,198.591,76.4,198.591,35.73,198.591,71.6,198.591,91.6,198.591,49.2,198.591,46.4,198.591,93.73,198.591,102.67,198.591,61.87,198.591,33.6,198.591,36.27,198.591,85.87,198.591,26.53,198.591,41.47,198.591,44.4,198.591,72.67,198.591,-4.93,198.591,42.8,198.591,56,198.591,12.4,198.591,36,198.591,99.07,198.591,44.93
198.975,0.29,198.975,29.71,198.975,132.86,198.975,49.43,198.975,-0.86,198.975,40,198.975,153.43,198.975,63.71,198.975,78,198.975,-1.14,198.975,-18.57,198.975,146.86,198.975,9.14,198.975,35.43,198.975,45.71,198.975,-3.43,198.975,34,198.975,93.43,198.975,40.29,198.975,96.29,198.975,58,198.975,-45.43,198.975,5.71,198.975,86,198.975,54.29,198.975,198.57,198.975,55.14
199.359,65.94,199.359,-5.8,199.359,-22.95,199.359,92.03,199.359,-81.88,199.359,10.63,199.359,-28.74,199.359,-135.51,199.359,-38.41,199.359,-20.29,199.359,19.08,199.359,-92.27,199.359,3.86,199.359,-105.31,199.359,69.57,199.359,-64.73,199.359,-6.04,199.359,-133.57,199.359,14.73,199.359,58.21,199.359,52.9,199.359,-61.59,199.359,-134.3,199.359,45.65,199.359,-58.45,199.359,-2.17,199.359,-142.75
199.743,30.87,199.743,19.67,199.743,74.59,199.743,160.93,199.743,29.78,199.743,73.22,199.743,107.38,199.743,82.79,199.743,0.27,199.743,60.11,199.743,74.04,199.743,66.12,199.743,74.32,199.743,38.25,199.743,-26.23,199.743,27.32,199.743,45.63,199.743,-6.83,199.743,51.64,199.743,-56.56,199.743,-123.77,199.743,-52.19,199.743,-16.39,199.743,34.15,199.743,108.74,199.743,124.32,199.743,-34.7
200.127,230.24,200.127,59.88,200.127,167.96,200.127,-24.85,200.127,42.22,200.127,22.75,200.127,-35.63,200.127,114.67,200.127,105.69,200.127,37.13,200.127,129.04,200.127,29.34,200.127,81.44,200.127,-130.54,200.127,86.23,200.127,-123.35,200.127,-55.39,200.127,-64.97,200.127,13.47,200.127,-119.46,200.127,12.87,200.127,24.25,200.127,10.78,200.127,56.59,200.127,61.68,200.127,73.95,200.127,-52.4
200.511,-50,200.511,-251.85,200.511,-148.77,200.511,-185.8,200.511,-254.94,200.511,348.15,200.511,43.83,200.511,-147.53,200.511,-0.62,200.511,229.63,200.511,59.88,200.511,275.31,200.511,276.54,200.511,-185.19,200.511,98.77,200.511,214.81,200.511,311.73,200.511,-33.95,200.511,-304.32,200.511,266.05,200.511,22.84,200.511,157.41,200.511,283.95,200.511,1.85,200.511,80.25,200.511,-33.95,200.511,29.01
200.894,201.05,200.894,51.88,200.894,67.15,200.894,59.62,200.894,89.75,200.894,112.97,200.894,98.95,200.894,83.47,200.894,70.5,200.894,102.93,200.894,167.15,200.894,127.62,200.894,76.99,200.894,-27.62,200.894,90.38,200.894,107.95,200.894,-11.92,200.894,41.63,200.894,129.92,200.894,50.42,200.894,92.68,200.894,20.29,200.894,-2.51,200.894,123.22,200.894,79.92,200.894,48.33,200.894,50.42
201.278,195.67,201.278,85.04,201.278,12.99,201.278,118.5,201.278,175.2,201.278,-45.67,201.278,-128.74,201.278,68.9,201.278,12.99,201.278,174.8,201.278,5.91,201.278,38.58,201.278,113.39,201.278,23.62,201.278,258.27,201.278,-149.61,201.278,135.04,201.278,-72.83,201.278,42.91,201.278,-100.39,201.278,16.93,201.278,-81.5,201.278,83.46,201.278,-7.48,201.278,43.31,201.278,191.73,201.278,-106.69
201.662,19.29,201.662,-110.24,201.662,69.69,201.662,257.09,201.662,275.98,201.662,206.3,201.662,167.32,201.662,94.09,201.662,113.78,201.662,193.7,201.662,339.76,201.662,208.66,201.662,176.38,201.662,-39.37,201.662,201.57,201.662,45.67,201.662,46.85,201.662,40.55,201.662,150,201.662,264.96,201.662,243.7,201.662,75.98,201.662,165.35,201.662,55.51,201.662,175.59,201.662,229.53,201.662,44.49
202.046,-22.6,202.046,-378.08,202.046,-154.11,202.046,-129.45,202.046,232.19,202.046,-95.89,202.046,-137.67,202.046,44.52,202.046,-77.4,202.046,-282.19,202.046,-251.37,202.046,-78.08,202.046,263.01,202.046,90.41,202.046,175.34,202.046,-167.12,202.046,-48.63,202.046,-180.14,202.046,-195.21,202.046,-154.11,202.046,-226.71,202.046,119.86,202.046,205.48,202.046,-96.58,202.046,-20.55,202.046,-465.07,202.046,-208.9
202.429,30.2,202.429,51.13,202.429,-1.88,202.429,-24.44,202.429,43.73,202.429,51.63,202.429,45.24,202.429,15.91,202.429,2.13,202.429,45.61,202.429,25.94,202.429,44.36,202.429,68.17,202.429,-6.52,202.429,38.1,202.429,24.56,202.429,-23.18,202.429,83.08,202.429,31.7,202.429,30.2,202.429,81.58,202.429,-1.88,202.429,48.62,202.429,29.7,202.429,51.88,202.429,36.97,202.429,60.28
202.813,-146.97,202.813,-157.58,202.813,-171.21,202.813,246.97,202.813,-286.36,202.813,636.36,202.813,543.94,202.813,462.12,202.813,71.21,202.813,442.42,202.813,656.06,202.813,-463.64,202.813,-363.64,202.813,248.48,202.813,363.64,202.813,-78.79,202.813,-253.03,202.813,86.36,202.813,101.52,202.813,46.97,202.813,104.55,202.813,483.33,202.813,90.91,202.813,-92.42,202.813,439.39,202.813,280.3,202.813,459.09
203.197,40.51,203.197,62.22,203.197,35.66,203.197,35.25,203.197,74.04,203.197,20.61,203.197,42.93,203.197,53.23,203.197,8.18,203.197,6.06,203.197,61.31,203.197,8.28,203.197,16.16,203.197,43.23,203.197,35.56,203.197,-6.06,203.197,-28.38,203.197,12.02,203.197,-3.54,203.197,25.96,203.197,68.99,203.197,22.73,203.197,-25.45,203.197,2.93,203.197,-5.05,203.197,34.65,203.197,42.12
203.58,86.17,203.58,127.66,203.58,443.62,203.58,354.26,203.58,132.98,203.58,-327.66,203.58,60.64,203.58,356.38,203.58,222.34,203.58,268.09,203.58,254.26,203.58,308.51,203.58,-323.4,203.58,-106.38,203.58,-119.15,203.58,-234.04,203.58,-384.04,203.58,-332.98,203.58,303.19,203.58,154.26,203.58,79.79,203.58,-32.98,203.58,157.45,203.58,184.04,203.58,-240.43,203.58,381.91,203.58,-305.32
203.964,494.68,203.964,331.91,203.964,477.66,203.964,354.26,203.964,132.98,203.964,-276.6,203.964,503.19,203.964,135.11,203.964,-101.06,203.964,438.3,203.964,407.45,203.964,614.89,203.964,-204.26,203.964,97.87,203.964,136.17,203.964,174.47,203.964,313.83,203.964,313.83,203.964,-37.23,203.964,239.36,203.964,62.77,203.964,-322.34,203.964,-80.85,203.964,30.85,203.964,-223.4,203.964,586.17,203.964,358.51
204.347,285.63,204.347,225.29,204.347,129.31,204.347,384.48,204.347,-66.09,204.347,126.44,204.347,87.93,204.347,256.9,204.347,101.72,204.347,-39.08,204.347,-18.97,204.347,-63.22,204.347,-73.56,204.347,347.13,204.347,-9.2,204.347,39.08,204.347,114.37,204.347,132.76,204.347,-1.72,204.347,37.36,204.347,-131.61,204.347,258.05,204.347,278.16,204.347,35.06,204.347,155.17,204.347,252.3,204.347,258.05
204.731,-567.07,204.731,282.93,204.731,96.34,204.731,-464.63,204.731,-640.24,204.731,82.93,204.731,47.56,204.731,98.78,204.731,330.49,204.731,200,204.731,-369.51,204.731,660.98,204.731,-136.59,204.731,453.66,204.731,312.2,204.731,-278.05,204.731,-145.12,204.731,264.63,204.731,257.32,204.731,310.98,204.731,630.49,204.731,135.37,204.731,190.24,204.731,179.27,204.731,-680.49,204.731,-28.05,204.731,115.85
205.114,54.2,205.114,211.76,205.114,-120.59,205.114,341.6,205.114,86.13,205.114,139.5,205.114,198.74,205.114,147.48,205.114,168.49,205.114,146.22,205.114,73.53,205.114,-39.5,205.114,107.56,205.114,31.93,205.114,94.12,205.114,-52.1,205.114,-124.79,205.114,50,205.114,287.82,205.114,81.09,205.114,18.07,205.114,-86.97,205.114,136.13,205.114,65.97,205.114,187.39,205.114,90.34,205.114,0.42
205.497,145.92,205.497,-334.69,205.497,-33.67,205.497,378.57,205.497,-45.92,205.497,-257.14,205.497,56.12,205.497,-276.53,205.497,-311.22,205.497,118.37,205.497,327.55,205.497,-279.59,205.497,-130.61,205.497,183.67,205.497,261.22,205.497,126.53,205.497,858.16,205.497,547.96,205.497,-192.86,205.497,407.14,205.497,364.29,205.497,194.9,205.497,240.82,205.497,313.27,205.497,83.67,205.497,-39.8,205.497,292.86
205.881,309.66,205.881,198.32,205.881,316.39,205.881,-34.87,205.881,334.87,205.881,152.94,205.881,-56.72,205.881,-13.87,205.881,128.15,205.881,31.93,205.881,160.92,205.881,54.62,205.881,87.39,205.881,-55.46,205.881,-33.61,205.881,-45.38,205.881,90.34,205.881,70.17,205.881,166.81,205.881,7.14,205.881,4.62,205.881,128.15,205.881,-5.04,205.881,146.64,205.881,207.56,205.881,-17.23,205.881,34.03
206.264,67.48,206.264,2.8,206.264,168.18,206.264,99.65,206.264,105.24,206.264,-102.1,206.264,87.06,206.264,133.92,206.264,-89.16,206.264,138.46,206.264,38.81,206.264,106.99,206.264,111.89,206.264,26.57,206.264,-16.78,206.264,96.5,206.264,69.58,206.264,-36.71,206.264,172.38,206.264,39.51,206.264,-52.1,206.264,-128.32,206.264,-15.38,206.264,127.62,206.264,161.54,206.264,147.9,206.264,5.94
206.647,80.61,206.647,-187.76,206.647,-17.35,206.647,-13.27,206.647,-111.22,206.647,510.2,206.647,72.45,206.647,-64.29,206.647,96.94,206.647,-191.84,206.647,556.12,206.647,406.12,206.647,636.73,206.647,330.61,206.647,424.49,206.647,420.41,206.647,25.51,206.647,74.49,206.647,394.9,206.647,-82.65,206.647,-92.86,206.647,733.67,206.647,306.12,206.647,-176.53,206.647,295.92,206.647,-23.47,206.647,652.04
207.031,63.53,207.031,125.41,207.031,84.65,207.031,105.12,207.031,134.16,207.031,28.38,207.031,83.33,207.031,97.52,207.031,34.49,207.031,107.59,207.031,92.24,207.031,-28.71,207.031,23.76,207.031,9.9,207.031,42.24,207.031,64.03,207.031,75.08,207.031,51.32,207.031,10.07,207.031,132.18,207.031,91.58,207.031,68.81,207.031,64.03,207.031,36.47,207.031,89.44,207.031,-6.77,207.031,71.45
207.414,369.51,207.414,965.85,207.414,779.27,207.414,23.17,207.414,393.9,207.414,648.78,207.414,184.15,207.414,469.51,207.414,193.9,207.414,414.63,207.414,352.44,207.414,660.98,207.414,97.56,207.414,1097.56,207.414,760.98,207.414,619.51,207.414,557.32,207.414,576.83,207.414,667.07,207.414,1013.41,207.414,513.41,207.414,1091.46,207.414,736.59,207.414,647.56,207.414,607.32,207.414,-28.05,207.414,545.12
207.797,182.26,207.797,-219.35,207.797,-75.81,207.797,-56.45,207.797,304.84,207.797,174.19,207.797,737.1,207.797,179.03,207.797,-50,207.797,-290.32,207.797,-311.29,207.797,106.45,207.797,-154.84,207.797,148.39,207.797,-77.42,207.797,-277.42,207.797,-220.97,207.797,-117.74,207.797,-185.48,207.797,79.03,207.797,-111.29,207.797,-153.23,207.797,-45.16,207.797,-727.42,207.797,100,207.797,191.94,207.797,-462.9
208.18,68.65,208.18,25.69,208.18,132.26,208.18,119.42,208.18,68.04,208.18,53.21,208.18,162.84,208.18,68.35,208.18,117.58,208.18,119.27,208.18,56.12,208.18,41.9,208.18,17.13,208.18,28.75,208.18,73.39,208.18,47.09,208.18,25.54,208.18,20.64,208.18,53.36,208.18,63.76,208.18,89.76,208.18,22.17,208.18,122.94,208.18,48.47,208.18,19.27,208.18,135.63,208.18,31.96
208.563,0.79,208.563,234.92,208.563,127.78,208.563,315.08,208.563,73.81,208.563,200,208.563,7.14,208.563,-330.95,208.563,-176.98,208.563,-66.67,208.563,-216.67,208.563,-480.95,208.563,-25.4,208.563,-358.73,208.563,-38.1,208.563,104.76,208.563,-540.48,208.563,-311.9,208.563,-167.46,208.563,-215.08,208.563,-245.24,208.563,-100.79,208.563,-339.68,208.563,86.51,208.563,-446.03,208.563,18.25,208.563,-215.08
208.946,35.39,208.946,148.31,208.946,-63.48,208.946,-196.07,208.946,145.51,208.946,2.25,208.946,-310.67,208.946,162.36,208.946,116.29,208.946,11.24,208.946,-134.27,208.946,-1.12,208.946,-53.93,208.946,65.17,208.946,-62.92,208.946,177.53,208.946,301.69,208.946,-12.92,208.946,343.26,208.946,-63.48,208.946,407.3,208.946,26.4,208.946,-92.13,208.946,19.66,208.946,28.09,208.946,23.03,208.946,71.35
209.329,557.59,209.329,96.2,209.329,274.05,209.329,281.65,209.329,372.78,209.329,-113.92,209.329,289.24,209.329,282.91,209.329,-201.9,209.329,159.49,209.329,70.25,209.329,416.46,209.329,-232.91,209.329,-83.54,209.329,141.77,209.329,-189.87,209.329,591.77,209.329,156.33,209.329,139.87,209.329,-151.27,209.329,209.49,209.329,-29.75,209.329,93.67,209.329,170.25,209.329,49.37,209.329,419.62,209.329,112.03
209.712,49.12,209.712,-166.37,209.712,-64.16,209.712,-62.39,209.712,-154.42,209.712,44.25,209.712,-88.94,209.712,-63.27,209.712,49.12,209.712,136.28,209.712,-211.95,209.712,-114.16,209.712,184.07,209.712,58.41,209.712,14.16,209.712,118.58,209.712,60.62,209.712,103.1,209.712,-5.75,209.712,169.47,209.712,94.25,209.712,261.5,209.712,189.38,209.712,234.96,209.712,298.23,209.712,-73.89,209.712,56.19
210.095,373.3,210.095,384.47,210.095,528.64,210.095,363.59,210.095,223.79,210.095,29.13,210.095,221.84,210.095,325.73,210.095,163.59,210.095,207.77,210.095,248.06,210.095,164.08,210.095,194.17,210.095,106.8,210.095,209.71,210.095,-13.59,210.095,-66.5,210.095,81.07,210.095,324.76,210.095,264.56,210.095,246.12,210.095,148.06,210.095,56.31,210.095,301.46,210.095,216.5,210.095,174.27,210.095,47.09
210.478,92.22,210.478,-5.33,210.478,-71.33,210.478,46.89,210.478,54,210.478,68.44,210.478,83.33,210.478,110.44,210.478,17.56,210.478,128.89,210.478,-3.33,210.478,-4,210.478,128,210.478,232,210.478,99.56,210.478,176.89,210.478,41.11,210.478,87.33,210.478,171.33,210.478,42.44,210.478,65.11,210.478,63.78,210.478,176.89,210.478,121.56,210.478,92.89,210.478,94.44,210.478,177.56
210.861,-132.19,210.861,38.36,210.861,-55.48,210.861,265.07,210.861,144.52,210.861,-293.15,210.861,-28.08,210.861,-97.95,210.861,218.49,210.861,221.92,210.861,219.86,210.861,173.97,210.861,230.14,210.861,572.6,210.861,120.55,210.861,293.15,210.861,532.19,210.861,302.05,210.861,221.23,210.861,262.33,210.861,123.97,210.861,207.53,210.861,358.9,210.861,199.32,210.861,12.33,210.861,247.26,210.861,207.53
211.244,131.82,211.244,-109.09,211.244,0.91,211.244,-60.91,211.244,99.09,211.244,-338.18,211.244,-311.82,211.244,-233.64,211.244,-319.09,211.244,-381.82,211.244,-277.27,211.244,-172.73,211.244,-290.91,211.244,-687.27,211.244,-378.18,211.244,-330.91,211.244,-386.36,211.244,-473.64,211.244,40.91,211.244,-362.73,211.244,-266.36,211.244,-479.09,211.244,-200,211.244,-482.73,211.244,-263.64,211.244,-182.73,211.244,-202.73
211.627,-15250,211.627,-400,211.627,-8050,211.627,-19850,211.627,150,211.627,16200,211.627,-17250,211.627,15250,211.627,-5650,211.627,15400,211.627,26450,211.627,9500,211.627,23200,211.627,27400,211.627,13600,211.627,27000,211.627,14050,211.627,4450,211.627,7350,211.627,15150,211.627,-10150,211.627,7950,211.627,39000,211.627,7350,211.627,23300,211.627,2850,211.627,5550
212.009,134.19,212.009,61.4,212.009,160.23,212.009,-30.47,212.009,-26.74,212.009,-79.07,212.009,150.93,212.009,-3.95,212.009,-55.58,212.009,-75.35,212.009,89.07,212.009,-44.19,212.009,29.77,212.009,-8.37,212.009,-26.05,212.009,-54.88,212.009,-76.51,212.009,-57.91,212.009,-56.51,212.009,-48.14,212.009,-49.53,212.009,-141.16,212.009,-32.56,212.009,29.07,212.009,-119.53,212.009,-76.51,212.009,7.67
212.392,33.57,212.392,47.91,212.392,104.87,212.392,44.15,212.392,33.01,212.392,-9.47,212.392,74.79,212.392,33.29,212.392,4.6,212.392,23.96,212.392,33.29,212.392,-42.06,212.392,-26.74,212.392,-42.9,212.392,4.46,212.392,-44.01,212.392,-79.25,212.392,43.31,212.392,28.55,212.392,-19.92,212.392,37.19,212.392,-39.97,212.392,-55.15,212.392,-36.07,212.392,-24.79,212.392,-59.19,212.392,-17.69
212.775,172.42,212.775,109.42,212.775,122.2,212.775,81.84,212.775,-36.55,212.775,-40.36,212.775,9.19,212.775,89.46,212.775,-32.06,212.775,67.26,212.775,14.13,212.775,21.97,212.775,-17.94,212.775,-58.3,212.775,7.17,212.775,-17.04,212.775,-149.1,212.775,-41.48,212.775,-54.48,212.775,-75.11,212.775,13.23,212.775,-39.24,212.775,-20.63,212.775,-58.07,212.775,-50.67,212.775,-16.37,212.775,-71.52
213.158,150.52,213.158,72.06,213.158,123.37,213.158,74.8,213.158,24.67,213.158,72.58,213.158,157.83,213.158,70.89,213.158,56.53,213.158,14.1,213.158,-0.13,213.158,25.33,213.158,18.8,213.158,24.54,213.158,45.95,213.158,69.45,213.158,13.45,213.158,11.36,213.158,41.38,213.158,41.91,213.158,11.88,213.158,-12.4,213.158,48.56,213.158,-12.92,213.158,10.18,213.158,21.8,213.158,37.73
213.54,-1461.76,213.54,-1152.94,213.54,-2.94,213.54,-320.59,213.54,291.18,213.54,-35.29,213.54,-1767.65,213.54,850,213.54,-379.41,213.54,2788.24,213.54,1273.53,213.54,652.94,213.54,1741.18,213.54,1235.29,213.54,1270.59,213.54,1917.65,213.54,308.82,213.54,920.59,213.54,1044.12,213.54,608.82,213.54,1050,213.54,1550,213.54,317.65,213.54,3491.18,213.54,1652.94,213.54,-1902.94,213.54,1644.12
213.923,293.46,213.923,253.4,213.923,159.42,213.923,166.75,213.923,78.8,213.923,65.97,213.923,186.65,213.923,171.47,213.923,138.48,213.923,40.84,213.923,24.87,213.923,-24.61,213.923,-46.07,213.923,-76.44,213.923,0,213.923,80.63,213.923,31.15,213.923,-10.73,213.923,-122.25,213.923,33.77,213.923,-80.89,213.923,-54.19,213.923,-120.42,213.923,-21.73,213.923,16.23,213.923,152.62,213.923,50.52
214.305,84.87,214.305,93.26,214.305,89.5,214.305,58.29,214.305,52.12,214.305,31.98,214.305,97.98,214.305,50.77,214.305,13.97,214.305,27.36,214.305,10.69,214.305,-39.88,214.305,-23.12,214.305,-52.79,214.305,18.5,214.305,3.47,214.305,40.75,214.305,11.46,214.305,-1.83,214.305,0.1,214.305,-22.06,214.305,-7.61,214.305,-4.24,214.305,-14.16,214.305,-24.86,214.305,39.21,214.305,7.8
214.688,139.65,214.688,125.34,214.688,144.01,214.688,56.27,214.688,102.04,214.688,14.71,214.688,112.4,214.688,4.22,214.688,56.81,214.688,-9.26,214.688,8.58,214.688,-1.91,214.688,-45.78,214.688,-11.44,214.688,-47.96,214.688,-12.53,214.688,-18.66,214.688,11.85,214.688,1.77,214.688,-95.78,214.688,-55.18,214.688,-45.64,214.688,-62.67,214.688,-15.67,214.688,23.71,214.688,-7.77,214.688,-23.84
215.07,67.65,215.07,359.66,215.07,235.71,215.07,220.59,215.07,-48.32,215.07,5.04,215.07,17.23,215.07,-101.26,215.07,-13.03,215.07,-203.36,215.07,-282.77,215.07,-214.29,215.07,-336.13,215.07,-458.82,215.07,-356.3,215.07,-260.5,215.07,-124.79,215.07,-10.5,215.07,-142.44,215.07,-302.1,215.07,-22.27,215.07,-281.93,215.07,-38.66,215.07,-229.83,215.07,-101.68,215.07,16.39,215.07,-241.6
215.453,78.76,215.453,95.98,215.453,56.11,215.453,40.31,215.453,49.85,215.453,14.01,215.453,92.47,215.453,27.35,215.453,8.42,215.453,0.89,215.453,8.27,215.453,-8.2,215.453,-5.96,215.453,-27.72,215.453,-28.61,215.453,-4.47,215.453,-24.52,215.453,10.06,215.453,-9.76,215.453,16.77,215.453,34.2,215.453,-47.62,215.453,1.49,215.453,-16.92,215.453,-20.42,215.453,1.71,215.453,-21.39
215.835,269.28,215.835,310.31,215.835,330.27,215.835,157.17,215.835,71.08,215.835,2.69,215.835,210.09,215.835,-0.22,215.835,18.16,215.835,-47.53,215.835,-125.78,215.835,-39.01,215.835,-28.7,215.835,-101.35,215.835,-104.04,215.835,-6.28,215.835,5.16,215.835,-19.96,215.835,-36.55,215.835,-157.62,215.835,-101.57,215.835,-265.25,215.835,-45.74,215.835,-86.77,215.835,21.08,215.835,-63,215.835,-46.41
216.217,161.62,216.217,211.62,216.217,205.66,216.217,180.58,216.217,92.51,216.217,63,216.217,192.2,216.217,193.12,216.217,66.21,216.217,-15.29,216.217,-53.98,216.217,-85.32,216.217,-58.72,216.217,-100.92,216.217,4.89,216.217,29.97,216.217,-64.98,216.217,18.2,216.217,-15.14,216.217,-41.44,216.217,-52.14,216.217,-185.78,216.217,-36.09,216.217,-42.05,216.217,4.59,216.217,67.13,216.217,-48.78
216.6,102.96,216.6,164.47,216.6,124.62,216.6,91.79,216.6,59.31,216.6,57.87,216.6,133.42,216.6,39.17,216.6,24.45,216.6,-47.72,216.6,-8.21,216.6,-45.85,216.6,-47.38,216.6,-26.06,216.6,-1.35,216.6,3.05,216.6,-7.53,216.6,-23.77,216.6,-36.8,216.6,-55.41,216.6,6.35,216.6,-29.7,216.6,-29.44,216.6,-48.98,216.6,-2.88,216.6,-11.59,216.6,-51.35
216.982,124.6,216.982,166.73,216.982,120.3,216.982,101.34,216.982,69.86,216.982,-1.79,216.982,156.8,216.982,14.22,216.982,15.83,216.982,-33.27,216.982,-38.73,216.982,-74.24,216.982,-88.73,216.982,-73.35,216.982,-41.5,216.982,-92.67,216.982,-102.42,216.982,-68.07,216.982,-54.65,216.982,-102.95,216.982,-49.11,216.982,-92.93,216.982,-69.77,216.982,-46.06,216.982,-54.56,216.982,-20.84,216.982,-38.55
217.364,223.63,217.364,255.87,217.364,188.12,217.364,273.24,217.364,-19.19,217.364,85.12,217.364,153.66,217.364,60.44,217.364,58.62,217.364,-52.74,217.364,-73.24,217.364,-83.29,217.364,-98.17,217.364,-134.2,217.364,-106.53,217.364,-70.5,217.364,-80.55,217.364,-80.55,217.364,-100.65,217.364,-72.98,217.364,-59.14,217.364,-121.02,217.364,-91.38,217.364,-75.59,217.364,-27.42,217.364,-51.31,217.364,-116.84
217.747,140.43,217.747,140.86,217.747,152.21,217.747,125.46,217.747,56.75,217.747,24.29,217.747,131.1,217.747,50.98,217.747,50.12,217.747,-15.95,217.747,-25.58,217.747,-48.96,217.747,-34.36,217.747,-42.45,217.747,-46.13,217.747,-16.44,217.747,-23.13,217.747,-44.72,217.747,-40.43,217.747,-15.64,217.747,-5.21,217.747,-61.78,217.747,-51.78,217.747,-32.58,217.747,-10.92,217.747,15.15,217.747,-29.39
218.129,157.89,218.129,207.89,218.129,124.96,218.129,72.47,218.129,36.79,218.129,16.12,218.129,142.11,218.129,6.78,218.129,79.67,218.129,-84.05,218.129,-130.45,218.129,-112.35,218.129,-97.43,218.129,-152.66,218.129,-112.52,218.129,-57.29,218.129,-103.69,218.129,-63.89,218.129,-94.94,218.129,-93.22,218.129,-130.79,218.129,-172.81,218.129,-106.69,218.129,-99.06,218.129,-100.34,218.129,-48.8,218.129,-113.81
218.511,173.7,218.511,191.81,218.511,158.64,218.511,111.46,218.511,76.02,218.511,36.99,218.511,139.59,218.511,46.01,218.511,55.87,218.511,-27.69,218.511,-45.24,218.511,-9.63,218.511,-30.12,218.511,-46.29,218.511,-50.5,218.511,-37.87,218.511,-58.97,218.511,-13.79,218.511,-22.31,218.511,3.6,218.511,-39.26,218.511,-82.34,218.511,-23.7,218.511,-40.03,218.511,-4.54,218.511,5.7,218.511,-21.21
218.893,146.89,218.893,156.71,218.893,135.21,218.893,112.37,218.893,59.04,218.893,61.19,218.893,142.88,218.893,43.06,218.893,68.72,218.893,-27.21,218.893,-0.05,218.893,-27.67,218.893,-11.69,218.893,-32.33,218.893,-27.03,218.893,11.87,218.893,-27.44,218.893,-38.4,218.893,-22.79,218.893,-33.56,218.893,-25.07,218.893,-67.17,218.893,-15.16,218.893,-28.63,218.893,-3.74,218.893,18.58,218.893,-26.99
219.275,147.85,219.275,156.01,219.275,126.74,219.275,84.31,219.275,46.77,219.275,5.28,219.275,121.65,219.275,56.26,219.275,40.71,219.275,-53.37,219.275,-76.69,219.275,-53.08,219.275,-70.38,219.275,-44.77,219.275,-90.71,219.275,-35,219.275,-59.09,219.275,-35.63,219.275,-43.94,219.275,-46.09,219.275,-33.87,219.275,-85.19,219.275,-70.19,219.275,-69.75,219.275,-46.24,219.275,-32.5,219.275,-22.63
219.657,157.32,219.657,173.96,219.657,159.36,219.657,130.6,219.657,59.11,219.657,38.64,219.657,144.04,219.657,39.45,219.657,68.13,219.657,-34.21,219.657,-14.34,219.657,-33.28,219.657,-29.96,219.657,-42.38,219.657,-32.68,219.657,-21.62,219.657,-22.85,219.657,-10.6,219.657,-23.28,219.657,-44.89,219.657,-24.04,219.657,-64.64,219.657,-25.02,219.657,-50.51,219.657,-9.62,219.657,-6.51,219.657,-23.11
220.039,171.55,220.039,187.6,220.039,170.67,220.039,145.21,220.039,62.51,220.039,42.44,220.039,176.33,220.039,36.51,220.039,63.6,220.039,-61.15,220.039,-83.62,220.039,-63.44,220.039,-81.83,220.039,-68.12,220.039,-78.35,220.039,-52.88,220.039,-50.11,220.039,-64.04,220.039,-83.73,220.039,-64.36,220.039,-71.65,220.039,-112.24,220.039,-79,220.039,-88.08,220.039,-34.06,220.039,-41.4,220.039,-47.82
220.421,165.51,220.421,192.35,220.421,160.55,220.421,131.39,220.421,45.35,220.421,22.96,220.421,179.99,220.421,46.28,220.421,38.11,220.421,-80.46,220.421,-82.78,220.421,-46.23,220.421,-72.8,220.421,-67.22,220.421,-100.1,220.421,-48.6,220.421,-87.33,220.421,-81.54,220.421,-48.14,220.421,-95.92,220.421,-78.85,220.421,-127.35,220.421,-70.94,220.421,-86.19,220.421,-29.06,220.421,-23.63,220.421,-53.72
220.803,155.22,220.803,175.25,220.803,142.91,220.803,122.44,220.803,56.09,220.803,45.35,220.803,137.29,220.803,66.86,220.803,66.92,220.803,-22.61,220.803,-31.07,220.803,-11.17,220.803,-26.22,220.803,-32.78,220.803,-19.8,220.803,-7.36,220.803,-8.86,220.803,-8.86,220.803,-26.32,220.803,-14.41,220.803,-16.22,220.803,-37.42,220.803,-26.09,220.803,-26.32,220.803,0.47,220.803,-0.3,220.803,-4.25
221.185,179.16,221.185,172.43,221.185,177.25,221.185,136.93,221.185,55.34,221.185,38.73,221.185,148.25,221.185,86.65,221.185,72.07,221.185,-54.34,221.185,-30,221.185,-47.09,221.185,-43.98,221.185,-45.42,221.185,-58.65,221.185,-31.71,221.185,-55.82,221.185,-47.53,221.185,-51.75,221.185,-61.79,221.185,-51.2,221.185,-84.1,221.185,-31.08,221.185,-54.3,221.185,-26.22,221.185,-9.92,221.185,-45.22
