Relative:208,sturt_leaf,Relative:208,sturt_leaf,Relative:208,sturt_leaf,Relative:208,sturt_nectar,Relative:208,sturt_nectar,Relative:208,sturt_nectar,Relative:208,sturt_dryefn,Relative:208,sturt_dryefn,Relative:208,sturt_dryefn,Relative:208,aus_leaf,Relative:208,aus_leaf,Relative:208,aus_leaf,Relative:208,aus_nectar1,Relative:208,aus_nectar1,Relative:208,aus_nectar1,Relative:208,aus_dryefn1,Relative:208,aus_dryefn1,Relative:208,aus_dryefn1,Relative:208,aus_leaf2,Relative:208,aus_leaf2,Relative:208,aus_leaf2,Relative:208,aus_nectar2,Relative:208,aus_nectar2,Relative:208,aus_nectar2,Relative:208,aus_dryefn2,Relative:208,aus_dryefn2,Relative:208,aus_dryefn2
466.028,14.56,466.028,9.66,466.028,17.06,466.028,20.87,466.028,10.41,466.028,4.49,466.028,12.4,466.028,12.26,466.028,15.47,466.028,13.36,466.028,12.94,466.028,4.58,466.028,3.64,466.028,-6.42,466.028,3.86,466.028,-0.63,466.028,5.33,466.028,3.28,466.028,12.23,466.028,9.79,466.028,9.25,466.028,6.15,466.028,9.38,466.028,5.19,466.028,12.93,466.028,4.65,466.028,9.56
466.383,10.5,466.383,14.52,466.383,4.16,466.383,9.79,466.383,11.97,466.383,4.53,466.383,14.76,466.383,9.16,466.383,8.31,466.383,9.34,466.383,5.88,466.383,4.18,466.383,8.95,466.383,4.31,466.383,-0.44,466.383,2.02,466.383,-2.09,466.383,5.34,466.383,3.67,466.383,-0.64,466.383,8.01,466.383,1.98,466.383,5.73,466.383,-3.32,466.383,-0.03,466.383,7.74,466.383,4.38
466.738,12.15,466.738,16.3,466.738,10.13,466.738,10.07,466.738,10.75,466.738,4.21,466.738,10.92,466.738,8.08,466.738,6.98,466.738,10.96,466.738,5.38,466.738,8.57,466.738,-6.29,466.738,-5,466.738,4.05,466.738,5.9,466.738,2.57,466.738,-2.15,466.738,9.17,466.738,4.28,466.738,10.72,466.738,5.18,466.738,6.35,466.738,-1.84,466.738,7.39,466.738,5.94,466.738,0.69
467.092,17.07,467.092,9.8,467.092,12.69,467.092,7.79,467.092,9.64,467.092,0.86,467.092,10.5,467.092,3.9,467.092,6.01,467.092,6.17,467.092,3.44,467.092,4.18,467.092,-3.46,467.092,1.33,467.092,-3.23,467.092,-0.63,467.092,-5.2,467.092,-0.36,467.092,-1.2,467.092,-1.83,467.092,7.76,467.092,-2.75,467.092,-0.86,467.092,2.49,467.092,3.66,467.092,2.18,467.092,7.16
467.447,14.02,467.447,16.53,467.447,15.12,467.447,14.84,467.447,6.74,467.447,11.11,467.447,11.29,467.447,5.46,467.447,3.52,467.447,16.14,467.447,7.21,467.447,12.72,467.447,7.22,467.447,4.54,467.447,7,467.447,0.93,467.447,11.48,467.447,4.47,467.447,11.78,467.447,4.61,467.447,8.91,467.447,5.27,467.447,3.99,467.447,4.34,467.447,1.5,467.447,9.95,467.447,8.11
467.801,12.04,467.801,12.36,467.801,6.92,467.801,7.31,467.801,10.21,467.801,7.74,467.801,9.04,467.801,9.12,467.801,9.15,467.801,7.07,467.801,-2.02,467.801,15.62,467.801,2.23,467.801,8.41,467.801,1.78,467.801,-1.5,467.801,1.88,467.801,4.78,467.801,7.98,467.801,6.25,467.801,10.62,467.801,2.24,467.801,4.73,467.801,5.97,467.801,5.54,467.801,8.79,467.801,1.8
468.156,17.72,468.156,18.04,468.156,24.14,468.156,22.75,468.156,9.25,468.156,11.89,468.156,20.48,468.156,7.29,468.156,13.29,468.156,12.78,468.156,15.92,468.156,11.98,468.156,8.41,468.156,7.91,468.156,11.73,468.156,4.26,468.156,5.63,468.156,6.29,468.156,12.13,468.156,7.76,468.156,14.09,468.156,12.19,468.156,8.69,468.156,6.6,468.156,1.74,468.156,8.06,468.156,6.43
468.51,26.64,468.51,16.04,468.51,23.08,468.51,18.2,468.51,21.56,468.51,20.29,468.51,25.07,468.51,10.47,468.51,11.34,468.51,13.16,468.51,11.73,468.51,13.24,468.51,13.42,468.51,6.87,468.51,6.08,468.51,13.89,468.51,10.58,468.51,7.85,468.51,8.14,468.51,9.66,468.51,21.74,468.51,12.18,468.51,17.67,468.51,11.49,468.51,8.15,468.51,11,468.51,5.26
468.865,3.62,468.865,10.46,468.865,16.61,468.865,2.84,468.865,6.69,468.865,-0.78,468.865,3.26,468.865,1.19,468.865,5.31,468.865,3.79,468.865,5.76,468.865,6.04,468.865,-0.96,468.865,0.18,468.865,-2.65,468.865,-0.66,468.865,-1.58,468.865,-1.1,468.865,-1.97,468.865,7.47,468.865,7.86,468.865,-0.23,468.865,-1.86,468.865,-2.21,468.865,2.86,468.865,4.67,468.865,-6
469.219,15.75,469.219,17.09,469.219,12.02,469.219,14.66,469.219,13.63,469.219,12.58,469.219,13.37,469.219,11.79,469.219,7.26,469.219,13.62,469.219,7.65,469.219,12.66,469.219,6.63,469.219,3.68,469.219,8.28,469.219,9.37,469.219,4.23,469.219,8.37,469.219,7,469.219,7.26,469.219,11.95,469.219,8.5,469.219,9.79,469.219,8.87,469.219,7.02,469.219,11.48,469.219,8.71
469.573,13.73,469.573,2.14,469.573,9.01,469.573,9.17,469.573,9.62,469.573,3.54,469.573,15.86,469.573,1.33,469.573,4.73,469.573,4.44,469.573,-0.24,469.573,-6.04,469.573,0.9,469.573,-3.2,469.573,4.27,469.573,-1.07,469.573,-2.6,469.573,1.45,469.573,3.1,469.573,-0.89,469.573,1.05,469.573,4.73,469.573,8.15,469.573,-0.94,469.573,-1.83,469.573,-2.15,469.573,-0.66
469.927,10.39,469.927,14.22,469.927,8.52,469.927,11.58,469.927,15.11,469.927,5.76,469.927,18.38,469.927,3.31,469.927,9.56,469.927,8.46,469.927,9.95,469.927,6.87,469.927,5.81,469.927,4.72,469.927,3.74,469.927,0.88,469.927,2.58,469.927,6.94,469.927,9.09,469.927,7.48,469.927,4.29,469.927,14.12,469.927,3.16,469.927,5.77,469.927,7.03,469.927,7.15,469.927,-2.27
470.282,12.19,470.282,12.88,470.282,16.38,470.282,13.14,470.282,11.14,470.282,7.74,470.282,16.48,470.282,12.17,470.282,10.99,470.282,12.73,470.282,12.37,470.282,11.8,470.282,10.58,470.282,-0.85,470.282,7.99,470.282,3.84,470.282,4.28,470.282,1.29,470.282,12.74,470.282,4.6,470.282,11.72,470.282,7,470.282,2.85,470.282,1.96,470.282,7.36,470.282,8.87,470.282,4.6
470.636,12.58,470.636,6.52,470.636,14.47,470.636,7.54,470.636,13.23,470.636,7.29,470.636,10.8,470.636,5.2,470.636,-1.64,470.636,9.9,470.636,4.25,470.636,7.14,470.636,1.66,470.636,2.31,470.636,-0.95,470.636,-4.44,470.636,0.1,470.636,5.08,470.636,8.01,470.636,-1.88,470.636,7.99,470.636,1.91,470.636,3.85,470.636,7.54,470.636,-1.93,470.636,4.84,470.636,7.13
470.99,11.71,470.99,10.28,470.99,19.93,470.99,8.62,470.99,4.51,470.99,11.85,470.99,10.95,470.99,8.65,470.99,3.04,470.99,7.09,470.99,8.21,470.99,6.96,470.99,-6.28,470.99,-2.22,470.99,-1.52,470.99,5.03,470.99,0.09,470.99,2.91,470.99,8.84,470.99,10.41,470.99,12.49,470.99,4.13,470.99,6.77,470.99,5.16,470.99,3.22,470.99,0.96,470.99,4.78
471.344,12.12,471.344,7.54,471.344,9.15,471.344,6.97,471.344,7.61,471.344,1.86,471.344,11.59,471.344,14.64,471.344,0.23,471.344,6.11,471.344,12.3,471.344,6.19,471.344,-0.42,471.344,1.86,471.344,12.95,471.344,3.03,471.344,-1.61,471.344,2.85,471.344,9.73,471.344,1.5,471.344,5.88,471.344,6.6,471.344,0.48,471.344,-4.92,471.344,-1.73,471.344,11.14,471.344,2.14
471.698,8.96,471.698,6.34,471.698,8.96,471.698,4.95,471.698,-0.25,471.698,5.15,471.698,5.52,471.698,2.07,471.698,1.05,471.698,5.98,471.698,5.81,471.698,10.84,471.698,-3.95,471.698,3.07,471.698,0.42,471.698,-1.2,471.698,-3.24,471.698,2.59,471.698,2.46,471.698,4.59,471.698,2.01,471.698,0.43,471.698,1.92,471.698,1.83,471.698,-5.64,471.698,-0.95,471.698,0.64
472.052,13.55,472.052,13.03,472.052,12.95,472.052,7.24,472.052,11.48,472.052,10.66,472.052,14.26,472.052,10.29,472.052,6.88,472.052,11.87,472.052,9.89,472.052,9.32,472.052,3.23,472.052,7.22,472.052,12.12,472.052,2.88,472.052,5.54,472.052,1.1,472.052,13.5,472.052,10.92,472.052,12.67,472.052,10.52,472.052,4.7,472.052,8.85,472.052,5.43,472.052,6.76,472.052,9.91
472.406,13,472.406,13.73,472.406,17.04,472.406,12.94,472.406,17.62,472.406,5.69,472.406,14.8,472.406,12.97,472.406,5.33,472.406,2.08,472.406,5.31,472.406,7.05,472.406,3.62,472.406,-3.67,472.406,4.68,472.406,3.67,472.406,4.35,472.406,-2.04,472.406,11.03,472.406,7.46,472.406,5.25,472.406,8.74,472.406,5.16,472.406,1.45,472.406,0.82,472.406,7.12,472.406,8.53
472.76,13.44,472.76,12.33,472.76,15.05,472.76,7.58,472.76,12.59,472.76,11.58,472.76,17.15,472.76,13.62,472.76,11.04,472.76,11.38,472.76,4.6,472.76,11.25,472.76,9.02,472.76,4.36,472.76,10.42,472.76,7.27,472.76,-0.31,472.76,0.49,472.76,7.38,472.76,8.83,472.76,13.97,472.76,2.42,472.76,1.45,472.76,6.98,472.76,9.8,472.76,8.51,472.76,9.63
473.113,12.83,473.113,15.93,473.113,12.47,473.113,12.96,473.113,12.42,473.113,13.3,473.113,16.3,473.113,11.74,473.113,6.6,473.113,15.08,473.113,12.27,473.113,10.7,473.113,10.32,473.113,-0.04,473.113,7.47,473.113,11.61,473.113,10.04,473.113,7.91,473.113,9.76,473.113,9.98,473.113,12.94,473.113,12.11,473.113,13.39,473.113,11.18,473.113,14.57,473.113,12.89,473.113,7.13
473.467,7.25,473.467,9.3,473.467,1.19,473.467,3.1,473.467,9.75,473.467,5.24,473.467,1.09,473.467,-0.21,473.467,0.99,473.467,6.8,473.467,2.34,473.467,1.2,473.467,-5.48,473.467,-6.12,473.467,-3.13,473.467,-7.19,473.467,-3.05,473.467,-3.24,473.467,-2.39,473.467,3.34,473.467,4.64,473.467,3.73,473.467,-6.21,473.467,0.16,473.467,-0.42,473.467,2.83,473.467,3.93
473.821,9.3,473.821,8.12,473.821,3.18,473.821,10.3,473.821,9.46,473.821,1.21,473.821,8.98,473.821,3.79,473.821,-2.1,473.821,-3.43,473.821,1.46,473.821,-4.83,473.821,1.69,473.821,-7.65,473.821,1.69,473.821,-1.64,473.821,-2.86,473.821,-2.86,473.821,1.65,473.821,0.86,473.821,6.48,473.821,2.33,473.821,6.38,473.821,8.61,473.821,-1.71,473.821,1.57,473.821,1.7
474.175,8.84,474.175,16.96,474.175,7.66,474.175,13.89,474.175,15.26,474.175,6.82,474.175,14.82,474.175,7.24,474.175,7.27,474.175,8.58,474.175,10.77,474.175,7.28,474.175,1.96,474.175,2.11,474.175,-2.16,474.175,7.31,474.175,6.36,474.175,3.03,474.175,11.14,474.175,7.07,474.175,10.14,474.175,10.8,474.175,1.23,474.175,3.3,474.175,2.33,474.175,6.17,474.175,10.8
474.528,16.97,474.528,19.32,474.528,14,474.528,12.38,474.528,11.16,474.528,12.2,474.528,16.36,474.528,16.43,474.528,10.5,474.528,10.27,474.528,8.56,474.528,5.97,474.528,2.8,474.528,8,474.528,11.37,474.528,14.03,474.528,11.09,474.528,7.77,474.528,10.98,474.528,10.85,474.528,11.84,474.528,4.91,474.528,8.96,474.528,12.56,474.528,11.17,474.528,6.9,474.528,5.78
474.882,19.82,474.882,7.87,474.882,8.17,474.882,12.98,474.882,12.59,474.882,6.55,474.882,13.7,474.882,8.34,474.882,9.92,474.882,6.36,474.882,5.81,474.882,10.51,474.882,5.05,474.882,9.47,474.882,-2.33,474.882,8.01,474.882,2.03,474.882,0.67,474.882,8.51,474.882,2.73,474.882,13.15,474.882,5.84,474.882,7.23,474.882,8.9,474.882,10.27,474.882,6.3,474.882,2.15
475.235,9.98,475.235,15.22,475.235,12.11,475.235,15.63,475.235,11.54,475.235,7.79,475.235,12.38,475.235,11.91,475.235,8.38,475.235,9.21,475.235,15.29,475.235,10.88,475.235,4.09,475.235,7.43,475.235,2.31,475.235,3.6,475.235,11.11,475.235,7.02,475.235,8.15,475.235,10.87,475.235,12.58,475.235,11.4,475.235,12.86,475.235,9.04,475.235,6.92,475.235,7.73,475.235,1.97
475.589,10.07,475.589,10.74,475.589,18.2,475.589,12.54,475.589,13.31,475.589,13.88,475.589,23.13,475.589,14.11,475.589,7.56,475.589,12.33,475.589,9.85,475.589,13.18,475.589,11.41,475.589,4.01,475.589,3.68,475.589,4.69,475.589,11.89,475.589,6.66,475.589,7.7,475.589,10.46,475.589,18.71,475.589,10.07,475.589,5.66,475.589,7.9,475.589,7.33,475.589,8.98,475.589,9.11
475.942,14.84,475.942,7.87,475.942,19.18,475.942,10.46,475.942,7.74,475.942,13.7,475.942,17.47,475.942,8.31,475.942,5.26,475.942,7.19,475.942,7.4,475.942,12.32,475.942,5.79,475.942,2.67,475.942,5.43,475.942,3.48,475.942,10.57,475.942,0.62,475.942,5.21,475.942,5.8,475.942,12.06,475.942,7.25,475.942,7.82,475.942,-1.3,475.942,2.15,475.942,1.53,475.942,4.71
476.296,16.12,476.296,10.18,476.296,11.87,476.296,6.34,476.296,10.06,476.296,10.22,476.296,11.61,476.296,7.25,476.296,3.73,476.296,8.81,476.296,2.64,476.296,7.28,476.296,3.89,476.296,-0.22,476.296,0.71,476.296,2.35,476.296,-1.69,476.296,3.62,476.296,5.28,476.296,6.74,476.296,7.38,476.296,4.44,476.296,-1.02,476.296,4.39,476.296,3.87,476.296,3.62,476.296,0.72
476.649,13.31,476.649,9.08,476.649,9,476.649,7.83,476.649,5.77,476.649,11.19,476.649,9.47,476.649,11.23,476.649,5.26,476.649,10.63,476.649,-5.82,476.649,3.96,476.649,6.93,476.649,5.57,476.649,0,476.649,-0.52,476.649,2.89,476.649,-1.98,476.649,6.9,476.649,0.76,476.649,9.68,476.649,-0.36,476.649,1.36,476.649,0.34,476.649,1.29,476.649,7.01,476.649,1.32
477.002,17.14,477.002,18.75,477.002,13.54,477.002,13.84,477.002,15.21,477.002,10.06,477.002,16.71,477.002,8.21,477.002,8.23,477.002,10.4,477.002,12.15,477.002,7.04,477.002,3.6,477.002,8.35,477.002,4.11,477.002,6.04,477.002,8.81,477.002,6.07,477.002,11.27,477.002,8.4,477.002,9.71,477.002,4.63,477.002,8.95,477.002,4.25,477.002,5.12,477.002,12.41,477.002,3.26
477.356,7.53,477.356,13.59,477.356,13.69,477.356,7.32,477.356,7.66,477.356,4.57,477.356,11.38,477.356,10.25,477.356,5.14,477.356,5.43,477.356,2.9,477.356,12.33,477.356,4.96,477.356,-4.49,477.356,0.85,477.356,-2.69,477.356,-0.95,477.356,3.15,477.356,9.2,477.356,4.29,477.356,16.7,477.356,1.72,477.356,4.15,477.356,-3.96,477.356,-0.19,477.356,8.45,477.356,6.17
477.709,7.09,477.709,9.71,477.709,15.62,477.709,12.49,477.709,3.96,477.709,4.49,477.709,14.26,477.709,9.25,477.709,6.73,477.709,10.48,477.709,2.17,477.709,4.38,477.709,6.35,477.709,-2.04,477.709,7.62,477.709,1.86,477.709,5.71,477.709,-3.37,477.709,4.5,477.709,0.74,477.709,10.65,477.709,5.09,477.709,4.58,477.709,7.05,477.709,-1.11,477.709,5.53,477.709,7.27
478.062,9,478.062,13.48,478.062,15.69,478.062,10.29,478.062,6.28,478.062,7.98,478.062,10.24,478.062,6.49,478.062,10.15,478.062,5.5,478.062,6.68,478.062,12.26,478.062,-3.44,478.062,1.29,478.062,8.61,478.062,1.39,478.062,2.19,478.062,-1.64,478.062,0.92,478.062,3.26,478.062,7.97,478.062,5.94,478.062,6.36,478.062,2.07,478.062,6.29,478.062,6.97,478.062,0.97
478.415,10.93,478.415,18.86,478.415,13.49,478.415,10.89,478.415,7.14,478.415,9.69,478.415,12.73,478.415,10.23,478.415,7.69,478.415,6.61,478.415,10.4,478.415,11.46,478.415,2.73,478.415,4.57,478.415,4.1,478.415,6.7,478.415,8.27,478.415,0.76,478.415,6.28,478.415,6.33,478.415,8.14,478.415,3.42,478.415,6.87,478.415,7.14,478.415,8.17,478.415,5.37,478.415,7.01
478.768,11.18,478.768,10.74,478.768,8.56,478.768,8.52,478.768,11.31,478.768,3.27,478.768,9,478.768,4.18,478.768,5.07,478.768,2.92,478.768,2.43,478.768,3.34,478.768,-3.14,478.768,-4.23,478.768,2.44,478.768,-1.35,478.768,2.17,478.768,-3.59,478.768,1.71,478.768,7.17,478.768,7.98,478.768,4.2,478.768,2.84,478.768,9.39,478.768,-2.99,478.768,4.09,478.768,-0.86
479.121,7.12,479.121,8.04,479.121,12.03,479.121,10.12,479.121,5.21,479.121,5.71,479.121,13.47,479.121,7.77,479.121,4.58,479.121,0.97,479.121,2.7,479.121,10.85,479.121,2.71,479.121,3.34,479.121,2.71,479.121,-1.31,479.121,2.61,479.121,-1.62,479.121,8.94,479.121,5.6,479.121,8.75,479.121,1.53,479.121,5.46,479.121,1.49,479.121,-0.87,479.121,0.58,479.121,2.89
479.474,10.75,479.474,10.66,479.474,11.76,479.474,9.87,479.474,8.7,479.474,9.02,479.474,13.86,479.474,7.37,479.474,8.23,479.474,4.66,479.474,5.02,479.474,5.73,479.474,6.88,479.474,1.97,479.474,2.52,479.474,3.73,479.474,0.74,479.474,-6.3,479.474,4.84,479.474,8.23,479.474,8.17,479.474,10.92,479.474,6.25,479.474,3.83,479.474,4.17,479.474,10.14,479.474,3.87
479.827,9.91,479.827,7.3,479.827,5.72,479.827,5.84,479.827,8.86,479.827,11.03,479.827,5.3,479.827,1.5,479.827,2.53,479.827,7.85,479.827,-2.53,479.827,5.06,479.827,-5.03,479.827,1.8,479.827,1.34,479.827,-0.96,479.827,0.24,479.827,-0.77,479.827,3.83,479.827,0.18,479.827,5.65,479.827,-3.35,479.827,-0.29,479.827,6.35,479.827,3.67,479.827,5.44,479.827,-0.83
480.18,13.93,480.18,14.16,480.18,15.06,480.18,7.25,480.18,12.59,480.18,13.88,480.18,12.07,480.18,10.02,480.18,8.59,480.18,9.67,480.18,8.57,480.18,5.52,480.18,5.18,480.18,2.71,480.18,5.5,480.18,-2.23,480.18,0.72,480.18,4.28,480.18,9.19,480.18,4.7,480.18,8.04,480.18,6.32,480.18,2.31,480.18,0.94,480.18,3.86,480.18,3.31,480.18,7.13
480.533,15.04,480.533,12.13,480.533,9.71,480.533,11.71,480.533,8.89,480.533,11.7,480.533,14.49,480.533,10.95,480.533,5.49,480.533,10.76,480.533,10.16,480.533,5.65,480.533,0.47,480.533,0.59,480.533,5.17,480.533,8.65,480.533,4.14,480.533,0.23,480.533,12.18,480.533,7.37,480.533,9.19,480.533,8.62,480.533,7.87,480.533,3.73,480.533,5.62,480.533,7.27,480.533,1.73
480.886,14.46,480.886,9.99,480.886,16.9,480.886,6.79,480.886,8.74,480.886,8.73,480.886,8.86,480.886,6.32,480.886,7.8,480.886,8.89,480.886,7.46,480.886,6.84,480.886,2.44,480.886,4.67,480.886,-2.76,480.886,1.99,480.886,4.13,480.886,3.64,480.886,7.28,480.886,3.42,480.886,11.15,480.886,3.1,480.886,-0.28,480.886,7.93,480.886,1.77,480.886,3.97,480.886,3.42
481.239,11.12,481.239,13.26,481.239,12.71,481.239,6.96,481.239,14.58,481.239,5.68,481.239,7.23,481.239,12.06,481.239,5.25,481.239,12.98,481.239,5.55,481.239,9.07,481.239,1.59,481.239,2.02,481.239,5.56,481.239,1.15,481.239,3.24,481.239,1.34,481.239,9.97,481.239,4.93,481.239,5.98,481.239,7.47,481.239,5.12,481.239,4.73,481.239,4.11,481.239,6.74,481.239,7.95
481.591,6.44,481.591,6.51,481.591,9.73,481.591,11.89,481.591,4.2,481.591,10.31,481.591,6.99,481.591,5.32,481.591,4.09,481.591,6.55,481.591,3.75,481.591,-0.76,481.591,0,481.591,4.51,481.591,6.11,481.591,-1.06,481.591,0.07,481.591,-0.72,481.591,3.42,481.591,1.42,481.591,11.87,481.591,-0.62,481.591,8.03,481.591,2.48,481.591,0.45,481.591,3.52,481.591,3.46
481.944,13.7,481.944,17.67,481.944,19.41,481.944,14.26,481.944,8.54,481.944,11.09,481.944,14.67,481.944,10.37,481.944,10.39,481.944,14.7,481.944,10.52,481.944,11.3,481.944,8.27,481.944,4.47,481.944,7.52,481.944,6.81,481.944,6.68,481.944,1.57,481.944,8.85,481.944,5.57,481.944,13.79,481.944,10.84,481.944,7.71,481.944,9,481.944,8.7,481.944,8.49,481.944,13.7
482.297,12.44,482.297,13.51,482.297,13.31,482.297,11.82,482.297,9.95,482.297,12.54,482.297,15.84,482.297,12.28,482.297,7.81,482.297,8.2,482.297,11.99,482.297,9.85,482.297,3.61,482.297,1.99,482.297,7.23,482.297,6.97,482.297,0.21,482.297,7.87,482.297,7.78,482.297,9.26,482.297,8.19,482.297,6.95,482.297,3.65,482.297,6.19,482.297,2.01,482.297,4.69,482.297,8.25
482.649,14.25,482.649,17.96,482.649,16.22,482.649,14.97,482.649,11.03,482.649,9.96,482.649,13.88,482.649,10.75,482.649,8.5,482.649,6.02,482.649,7.42,482.649,8.96,482.649,4.09,482.649,2.69,482.649,8.03,482.649,3.07,482.649,6.13,482.649,1.58,482.649,5.88,482.649,12.28,482.649,14.8,482.649,5.16,482.649,4.43,482.649,12.25,482.649,7.1,482.649,7.34,482.649,12.59
483.002,8.63,483.002,11.95,483.002,7.98,483.002,9.08,483.002,11.35,483.002,5.98,483.002,9.04,483.002,7.15,483.002,4.4,483.002,5.65,483.002,4.71,483.002,3.6,483.002,3.58,483.002,-2.64,483.002,-0.16,483.002,0.37,483.002,-2.21,483.002,-1.39,483.002,1.92,483.002,9.12,483.002,5.8,483.002,-1.29,483.002,3.62,483.002,-2.31,483.002,-2.46,483.002,6.74,483.002,1.31
483.354,9.72,483.354,10.07,483.354,6.39,483.354,11.42,483.354,7.8,483.354,10.4,483.354,9.21,483.354,6.22,483.354,4.07,483.354,6.05,483.354,2.31,483.354,4.95,483.354,-2.03,483.354,-0.33,483.354,1.88,483.354,-0.11,483.354,-1.1,483.354,-1.82,483.354,6.64,483.354,3.34,483.354,8.07,483.354,6.82,483.354,2.36,483.354,2.73,483.354,3.75,483.354,3.54,483.354,0.88
483.707,15.42,483.707,5.26,483.707,15.12,483.707,7.68,483.707,9.31,483.707,8.26,483.707,12.68,483.707,11.7,483.707,4.6,483.707,7.08,483.707,6.36,483.707,3.87,483.707,1.63,483.707,2.48,483.707,2.82,483.707,4.63,483.707,2.44,483.707,2.29,483.707,6.2,483.707,9.05,483.707,10.92,483.707,6.08,483.707,3,483.707,6.05,483.707,3.39,483.707,6.44,483.707,2.53
484.059,11.77,484.059,11.09,484.059,12.66,484.059,8.75,484.059,9.65,484.059,14.25,484.059,11.54,484.059,7.13,484.059,7,484.059,6.07,484.059,6.69,484.059,9.84,484.059,4.47,484.059,1.75,484.059,2.08,484.059,6.29,484.059,2.45,484.059,0.07,484.059,8.75,484.059,6.26,484.059,6.8,484.059,6.26,484.059,4.5,484.059,6.22,484.059,0.43,484.059,10.48,484.059,5.22
484.412,12.66,484.412,8.86,484.412,11.32,484.412,5.93,484.412,15.9,484.412,10.38,484.412,10.5,484.412,9.07,484.412,10.73,484.412,12.47,484.412,9.52,484.412,4.04,484.412,5.51,484.412,-0.33,484.412,2.68,484.412,0.63,484.412,7.21,484.412,2.45,484.412,7.71,484.412,7.9,484.412,10.67,484.412,8.49,484.412,3.61,484.412,4.29,484.412,5.79,484.412,4.53,484.412,7.15
484.764,9.69,484.764,4.77,484.764,10.71,484.764,9.07,484.764,10.38,484.764,5.68,484.764,11.23,484.764,6.15,484.764,4.41,484.764,5.24,484.764,4.1,484.764,3.39,484.764,-4.4,484.764,-3.41,484.764,0.44,484.764,0.77,484.764,-1.84,484.764,-1.26,484.764,3.49,484.764,1.77,484.764,7.14,484.764,4.41,484.764,1.65,484.764,4.67,484.764,3.79,484.764,2.85,484.764,4.26
485.116,11.37,485.116,10.45,485.116,13.9,485.116,10.07,485.116,9.09,485.116,10.21,485.116,14.67,485.116,10.51,485.116,5.06,485.116,8.24,485.116,10.37,485.116,7.73,485.116,3.65,485.116,0.53,485.116,0.56,485.116,2.56,485.116,0.62,485.116,6.37,485.116,6.85,485.116,6.74,485.116,9.92,485.116,5.62,485.116,6.49,485.116,4.18,485.116,1.53,485.116,3.15,485.116,6.46
485.468,8.16,485.468,14.88,485.468,11.97,485.468,12.2,485.468,7.58,485.468,7.44,485.468,12.71,485.468,10.18,485.468,8.71,485.468,8.39,485.468,9.91,485.468,12.11,485.468,2.31,485.468,4.86,485.468,3.4,485.468,0.31,485.468,4.41,485.468,5.36,485.468,6.63,485.468,7.21,485.468,11.37,485.468,7.48,485.468,3.02,485.468,7.45,485.468,5.55,485.468,6.85,485.468,3.41
485.821,11.52,485.821,13.43,485.821,15.49,485.821,9.77,485.821,10.16,485.821,10.15,485.821,11.85,485.821,8.19,485.821,5.04,485.821,8.04,485.821,7.14,485.821,6.76,485.821,2.65,485.821,0.63,485.821,1.06,485.821,1.75,485.821,1.38,485.821,0.98,485.821,5.27,485.821,5.43,485.821,10.01,485.821,7.55,485.821,1.75,485.821,6.59,485.821,-1.74,485.821,1.51,485.821,2.39
486.173,15.4,486.173,17.79,486.173,15.26,486.173,14.26,486.173,14.81,486.173,14.53,486.173,14.78,486.173,14.83,486.173,10.72,486.173,11.23,486.173,10.16,486.173,13.34,486.173,4.4,486.173,8.48,486.173,7.69,486.173,7.45,486.173,8.03,486.173,5.97,486.173,6.84,486.173,11.69,486.173,11.36,486.173,6.74,486.173,11.03,486.173,11.65,486.173,10.84,486.173,8.72,486.173,11.69
486.525,11.3,486.525,15.85,486.525,18.11,486.525,18.62,486.525,9.5,486.525,14.66,486.525,11.51,486.525,11.29,486.525,7.22,486.525,10.58,486.525,11.15,486.525,12.4,486.525,6.8,486.525,7.31,486.525,7.48,486.525,9.15,486.525,4.82,486.525,5.64,486.525,13.85,486.525,11.98,486.525,17.65,486.525,6.13,486.525,10.51,486.525,9.09,486.525,6.65,486.525,9.86,486.525,8.31
486.877,11.94,486.877,10.36,486.877,17.16,486.877,10.81,486.877,13.56,486.877,6.28,486.877,15.31,486.877,5.48,486.877,8.65,486.877,9.3,486.877,9.46,486.877,7.15,486.877,5.08,486.877,-0.31,486.877,2.2,486.877,3.33,486.877,2.8,486.877,2.26,486.877,6.15,486.877,5.63,486.877,7.23,486.877,11.94,486.877,4.29,486.877,5.46,486.877,5.75,486.877,5.55,486.877,3.58
487.229,15.21,487.229,15.95,487.229,14.8,487.229,15.17,487.229,15.31,487.229,14.49,487.229,14.6,487.229,12.48,487.229,13.17,487.229,8.92,487.229,11.53,487.229,9.11,487.229,7.6,487.229,7.02,487.229,5.16,487.229,7.09,487.229,8.2,487.229,6.98,487.229,10.97,487.229,7.74,487.229,12.44,487.229,6.79,487.229,7.23,487.229,10.15,487.229,6.09,487.229,5.22,487.229,8.42
487.581,13.25,487.581,13.44,487.581,11.11,487.581,12.14,487.581,17.76,487.581,13.47,487.581,16.25,487.581,14.03,487.581,4.69,487.581,11.06,487.581,12.16,487.581,8.98,487.581,9.76,487.581,6.65,487.581,5.21,487.581,4.45,487.581,8.21,487.581,6.88,487.581,10.4,487.581,6.56,487.581,14.53,487.581,11.11,487.581,11.53,487.581,8.8,487.581,8.41,487.581,9.95,487.581,10.17
